Product Name,Segment,Country,City,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
Xerox 1983,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.359231,-0.756643,-0.109827,0
Toshiba IPT2010-SD IP Telephone,Home Office,United States,Chicago,Illinois,Technology,Phones,-0.011993,0.212153,-0.051134,2
Advantus Plastic Paper Clips,Home Office,United States,Chicago,Illinois,Office Supplies,Fasteners,-0.343153,0.212153,-0.098429,1
Southworth Structures Collection,Consumer,United States,Richmond,Virginia,Office Supplies,Paper,-0.333783,-0.756643,-0.075718,0
Zipper Ring Binder Pockets,Consumer,United States,Richmond,Virginia,Office Supplies,Binders,-0.343795,-0.756643,-0.089703,0
"ACCOHIDE 3-Ring Binder, Blue, 1""",Corporate,United States,Troy,New York,Office Supplies,Binders,-0.352922,0.212153,-0.108055,1
Home/Office Personal File Carts,Consumer,United States,Providence,Rhode Island,Office Supplies,Storage,-0.257276,-0.756643,-0.048141,0
Newell 32,Consumer,United States,San Francisco,California,Office Supplies,Art,-0.350342,-0.756643,-0.108566,0
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Consumer,United States,San Francisco,California,Office Supplies,Storage,0.010658,-0.756643,0.170452,0
Safco Drafting Table,Consumer,United States,San Francisco,California,Furniture,Tables,-0.095482,0.212153,-0.040522,2
Office Star - Ergonomically Designed Knee Chair,Consumer,United States,New York City,New York,Furniture,Chairs,-0.134936,-0.272245,-0.108507,2
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,United States,San Francisco,California,Technology,Accessories,-0.19558,-0.756643,-0.025542,0
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Corporate,United States,Houston,Texas,Technology,Accessories,-0.137831,0.212153,-0.114653,1
Xerox 1951,Corporate,United States,Houston,Texas,Office Supplies,Paper,-0.249523,0.212153,-0.023146,1
"Neat Ideas Personal Hanging Folder Files, Black",Corporate,United States,Houston,Texas,Office Supplies,Storage,-0.317108,0.212153,-0.112016,1
"BlueLounge Milo Smartphone Stand, White/Metallic",Consumer,United States,Baltimore,Maryland,Technology,Phones,-0.224462,-0.756643,-0.014793,0
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Corporate,United States,Athens,Georgia,Office Supplies,Art,-0.34832,-0.756643,-0.099967,0
Micro Innovations USB RF Wireless Keyboard with Mouse,Consumer,United States,Lancaster,Ohio,Technology,Accessories,-0.304643,0.212153,-0.120201,1
Fellowes Black Plastic Comb Bindings,Home Office,United States,Los Angeles,California,Office Supplies,Binders,-0.331536,0.212153,-0.090092,1
Acco Side-Punched Conventional Columnar Pads,Home Office,United States,Houston,Texas,Office Supplies,Supplies,-0.359918,0.212153,-0.12678,1
Avery Fluorescent Highlighter Four-Color Set,Home Office,United States,Houston,Texas,Office Supplies,Art,-0.355964,0.212153,-0.118058,1
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Home Office,United States,Houston,Texas,Furniture,Chairs,-0.249138,0.696552,-0.131434,3
Panasonic KX TS3282W Corded phone,Home Office,United States,San Diego,California,Technology,Phones,-0.04153,0.212153,-0.01349,2
Staples in misc. colors,Consumer,United States,Hialeah,Florida,Office Supplies,Art,-0.319123,0.212153,-0.100847,1
"Avery Durable Slant Ring Binders, No Labels",Consumer,United States,Atlanta,Georgia,Office Supplies,Binders,-0.343282,-0.756643,-0.090393,0
DAX Solid Wood Frames,Home Office,United States,Seattle,Washington,Furniture,Furnishings,-0.337473,-0.756643,-0.091472,0
Newell 347,Home Office,United States,Los Angeles,California,Office Supplies,Art,-0.334489,-0.756643,-0.095842,0
Avery 495,Home Office,United States,Los Angeles,California,Office Supplies,Labels,-0.348609,-0.756643,-0.097593,0
Newell 330,Home Office,United States,New York City,New York,Office Supplies,Art,-0.349636,-0.756643,-0.109061,0
AT&T 841000 Phone,Home Office,United States,New York City,New York,Technology,Phones,-0.147394,-0.756643,0.024944,0
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Consumer,United States,Fort Lauderdale,Florida,Technology,Phones,-0.181475,0.212153,-0.06003,1
Manco Dry-Lighter Erasable Highlighter,Consumer,United States,New York City,New York,Office Supplies,Art,-0.359071,-0.756643,-0.113511,0
Dax Clear Box Frame,Consumer,United States,San Francisco,California,Furniture,Furnishings,-0.340811,-0.756643,-0.096993,0
Ricoh - Ink Collector Unit for GX3000 Series Printers,Consumer,United States,San Francisco,California,Technology,Machines,0.223522,0.212153,0.015559,2
"Crayola Anti Dust Chalk, 12/Pack",Corporate,United States,Phoenix,Arizona,Office Supplies,Art,-0.364154,0.212153,-0.118451,1
Xerox 1976,Corporate,United States,Phoenix,Arizona,Office Supplies,Paper,-0.335554,0.212153,-0.091353,1
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Corporate,United States,Phoenix,Arizona,Office Supplies,Paper,-0.353474,0.212153,-0.109571,1
Riverleaf Stik-Withit Designer Note Cubes,Corporate,United States,Seattle,Washington,Office Supplies,Paper,-0.3204,-0.756643,-0.06307,0
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Corporate,United States,Seattle,Washington,Office Supplies,Binders,-0.285953,0.212153,-0.04241,1
Acco Translucent Poly Ring Binders,Corporate,United States,Seattle,Washington,Office Supplies,Binders,-0.350804,0.212153,-0.105553,1
Avery 478,Consumer,United States,Camarillo,California,Office Supplies,Labels,-0.345191,-0.756643,-0.091523,0
Newell 321,Corporate,United States,Detroit,Michigan,Office Supplies,Art,-0.342512,-0.756643,-0.102032,0
Xerox 1996,Corporate,United States,Detroit,Michigan,Office Supplies,Paper,-0.327236,-0.756643,-0.069223,0
Newell 317,Consumer,United States,San Francisco,California,Office Supplies,Art,-0.354674,-0.756643,-0.111416,0
Ibico Recycled Linen-Style Covers,Consumer,United States,San Francisco,California,Office Supplies,Binders,-0.268547,0.212153,-0.028958,1
GBC Linen Binding Covers,Consumer,United States,San Francisco,California,Office Supplies,Binders,-0.289291,0.212153,-0.048274,1
Jensen SMPS-640 - speaker phone,Consumer,United States,New York City,New York,Technology,Phones,-0.14749,-0.756643,0.030769,0
Kingston Digital DataTraveler 32GB USB 2.0,Consumer,United States,Chicago,Illinois,Technology,Accessories,-0.303552,0.212153,-0.152726,1
Panasonic Kx-TS550,Consumer,United States,San Francisco,California,Technology,Phones,-0.191719,0.212153,-0.069326,1
Holmes 99% HEPA Air Purifier,Consumer,United States,San Francisco,California,Office Supplies,Appliances,-0.12554,-0.756643,0.091261,0
Deflect-O Glasstique Clear Desk Accessories,Consumer,United States,San Francisco,California,Furniture,Furnishings,-0.319406,-0.756643,-0.078946,0
Xerox 1988,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.169987,0.212153,0.04298,1
Clear Mylar Reinforcing Strips,Consumer,United States,San Francisco,California,Office Supplies,Binders,-0.224876,0.212153,0.00692,1
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Consumer,United States,San Francisco,California,Office Supplies,Paper,-0.332194,-0.756643,-0.076529,0
GBC VeloBind Cover Sets,Consumer,United States,Fairfield,Connecticut,Office Supplies,Binders,-0.319277,-0.756643,-0.056423,0
Strathmore Photo Mount Cards,Consumer,United States,Fairfield,Connecticut,Office Supplies,Paper,-0.32531,-0.756643,-0.069079,0
Coloredge Poster Frame,Consumer,United States,New York City,New York,Furniture,Furnishings,-0.186546,-0.756643,0.066797,0
Xerox 1993,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.348031,-0.756643,-0.095226,0
Satellite Sectional Post Binders,Consumer,United States,New York City,New York,Office Supplies,Binders,-0.257379,0.212153,-0.025971,1
Newell 32,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.354963,-0.756643,-0.112008,0
"Eldon 200 Class Desk Accessories, Smoke",Consumer,United States,San Jose,California,Furniture,Furnishings,-0.298289,-0.756643,-0.043517,0
Staple envelope,Consumer,United States,San Jose,California,Office Supplies,Envelopes,-0.305028,-0.756643,-0.04256,0
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Consumer,United States,Pasadena,California,Furniture,Furnishings,-0.262347,-0.756643,-0.00902,0
GBC Durable Plastic Covers,Consumer,United States,Pasadena,California,Office Supplies,Binders,-0.219793,0.212153,0.006528,1
Eldon 500 Class Desk Accessories,Consumer,United States,Pasadena,California,Furniture,Furnishings,-0.330092,-0.756643,-0.088328,0
SANFORD Major Accent Highlighters,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.289304,-0.756643,-0.041939,0
Sensible Storage WireTech Storage Systems,Consumer,United States,Los Angeles,California,Office Supplies,Storage,0.200641,-0.756643,-0.046583,0
Avery 495,Corporate,United States,Columbus,Ohio,Office Supplies,Labels,-0.344565,0.212153,-0.101358,1
Eldon Shelf Savers Cubes and Bins,Corporate,United States,Columbus,Ohio,Office Supplies,Storage,-0.297147,0.212153,-0.165244,1
Logitech Wireless Anywhere Mouse MX for PC and Mac,Consumer,United States,Los Angeles,California,Technology,Accessories,-0.176309,-0.756643,0.031322,0
Avery 484,Corporate,United States,Hollywood,Florida,Office Supplies,Labels,-0.354039,0.212153,-0.108074,1
Xerox 1991,Corporate,United States,Roseville,Michigan,Office Supplies,Paper,-0.258881,-0.756643,0.012219,0
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Home Office,United States,Superior,Wisconsin,Furniture,Furnishings,-0.292769,-0.756643,-0.031278,0
Eldon Simplefile Box Office,Home Office,United States,Superior,Wisconsin,Office Supplies,Storage,-0.288983,-0.756643,-0.062857,0
Newell 333,Home Office,United States,Superior,Wisconsin,Office Supplies,Art,-0.359905,-0.756643,-0.116164,0
Newell 343,Home Office,United States,Superior,Wisconsin,Office Supplies,Art,-0.345239,-0.756643,-0.105392,0
Xerox 217,Home Office,United States,Superior,Wisconsin,Office Supplies,Paper,-0.296043,-0.756643,-0.029388,0
VTech DS6151,Home Office,United States,Superior,Wisconsin,Technology,Phones,-0.166665,-0.756643,0.028262,0
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Corporate,United States,Thousand Oaks,California,Office Supplies,Art,-0.345239,-0.756643,-0.104764,0
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Corporate,United States,Philadelphia,Pennsylvania,Technology,Phones,-0.316357,1.18095,-0.150255,3
#6 3/4 Gummed Flap White Envelopes,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Envelopes,-0.317994,0.212153,-0.075001,1
Boston 1799 Powerhouse Electric Pencil Sharpener,Consumer,United States,Springfield,Virginia,Office Supplies,Art,-0.077017,-0.756643,0.095044,0
Office Star Flex Back Scooter Chair with White Frame,Corporate,United States,Houston,Texas,Furniture,Chairs,-0.119519,0.696552,-0.273942,3
Acco Perma 3000 Stacking Storage Drawers,Consumer,United States,Columbia,Tennessee,Office Supplies,Storage,-0.261101,0.212153,-0.125918,1
Xerox 1882,Consumer,United States,Concord,North Carolina,Office Supplies,Paper,-0.225107,0.212153,0.016271,1
Electrix Fluorescent Magnifier Lamps & Weighted Base,Consumer,United States,Concord,North Carolina,Furniture,Furnishings,0.137863,0.212153,0.012468,2
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Corporate,United States,San Jose,California,Furniture,Bookcases,0.070294,-0.030046,-0.177313,2
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Corporate,United States,San Jose,California,Office Supplies,Appliances,-0.340779,-0.756643,-0.102934,0
Martin-Yale Premier Letter Opener,Corporate,United States,Greensboro,North Carolina,Office Supplies,Supplies,-0.33576,0.212153,-0.14103,1
Panasonic KX TS3282W Corded phone,Home Office,United States,Helena,Montana,Technology,Phones,0.176668,0.212153,0.059074,2
"Eldon Stackable Tray, Side-Load, Legal, Smoke",Home Office,United States,Helena,Montana,Furniture,Furnishings,-0.266165,-0.756643,-0.029472,0
Griffin GC36547 PowerJolt SE Lightning Charger,Home Office,United States,San Francisco,California,Technology,Phones,-0.311087,0.212153,-0.103134,1
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Corporate,United States,Yuma,Arizona,Technology,Accessories,-0.071131,0.212153,0.085568,2
"BIC Brite Liner Highlighters, Chisel Tip",Consumer,United States,Cleveland,Ohio,Office Supplies,Art,-0.327236,0.212153,-0.105738,1
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Consumer,United States,Cleveland,Ohio,Furniture,Furnishings,-0.262744,0.212153,-0.161142,1
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Consumer,United States,San Francisco,California,Technology,Accessories,-0.294438,-0.756643,-0.057025,0
Imation 30456 USB Flash Drive 8GB,Corporate,United States,Oklahoma City,Oklahoma,Technology,Accessories,-0.357755,-0.756643,-0.119979,0
"Executive Impressions 13"" Clairmont Wall Clock",Corporate,United States,Oklahoma City,Oklahoma,Furniture,Furnishings,-0.276258,-0.756643,-0.021362,0
GBC Wire Binding Strips,Consumer,United States,San Francisco,California,Office Supplies,Binders,-0.28734,0.212153,-0.046457,1
Avery 512,Consumer,United States,San Francisco,California,Office Supplies,Labels,-0.327092,-0.756643,-0.070149,0
"DAX Cubicle Frames, 8-1/2 x 11",Consumer,United States,Los Angeles,California,Furniture,Furnishings,-0.272568,-0.756643,-0.030141,0
"DAX Metal Frame, Desktop, Stepped-Edge",Consumer,United States,Bellevue,Washington,Furniture,Furnishings,-0.33635,-0.756643,-0.088638,0
Boston Home & Office Model 2000 Electric Pencil Sharpeners,Consumer,United States,Houston,Texas,Office Supplies,Art,-0.308109,0.212153,-0.11022,1
OIC Thumb-Tacks,Consumer,United States,Houston,Texas,Office Supplies,Fasteners,-0.360047,0.212153,-0.114452,1
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,-0.244889,0.212153,-0.089362,1
Hon 4-Shelf Metal Bookcases,Consumer,United States,Des Plaines,Illinois,Furniture,Bookcases,0.311704,0.696552,-0.25166,3
"Global Value Steno Chair, Gray",Consumer,United States,Boynton Beach,Florida,Furniture,Chairs,-0.212887,0.212153,-0.096406,1
Xerox 213,Consumer,United States,Boynton Beach,Florida,Office Supplies,Paper,-0.35219,0.212153,-0.106844,1
KeyTronic E03601U1 - Keyboard - Beige,Consumer,United States,San Jose,California,Technology,Accessories,-0.253297,-0.756643,-0.06701,0
Harbour Creations 67200 Series Stacking Chairs,Consumer,United States,San Jose,California,Furniture,Chairs,-0.186084,0.212153,-0.079794,1
Plymouth Boxed Rubber Bands by Plymouth,Corporate,United States,New York City,New York,Office Supplies,Fasteners,-0.346154,-0.756643,-0.119319,0
GBC Binding covers,Consumer,United States,Detroit,Michigan,Office Supplies,Binders,-0.26493,-0.756643,0.002052,0
Avery Hi-Liter Smear-Safe Highlighters,Consumer,United States,Miami,Florida,Office Supplies,Art,-0.308854,0.212153,-0.090424,1
Wilson Electronics DB Pro Signal Booster,Home Office,United States,Park Ridge,Illinois,Technology,Phones,0.090726,0.212153,-0.015355,2
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Consumer,United States,New York City,New York,Office Supplies,Art,-0.298353,-0.756643,-0.067962,0
Chromcraft Rectangular Conference Tables,Corporate,United States,New York City,New York,Furniture,Tables,-0.140684,1.18095,-0.284194,3
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Corporate,United States,Hillsboro,Oregon,Office Supplies,Paper,-0.337364,0.212153,-0.094085,1
"DataProducts Ampli Magnifier Task Lamp, Black,",Consumer,United States,New York City,New York,Furniture,Furnishings,-0.151726,-0.756643,0.03939,0
"""While you Were Out"" Message Book, One Form per Page",Corporate,United States,Chicago,Illinois,Office Supplies,Paper,-0.35454,0.212153,-0.108081,1
Hypercom P1300 Pinpad,Corporate,United States,Chicago,Illinois,Technology,Accessories,-0.207085,0.212153,-0.030894,1
Magnifier Swing Arm Lamp,Consumer,United States,New York City,New York,Furniture,Furnishings,-0.301498,-0.756643,-0.075763,0
Self-Adhesive Removable Labels,Consumer,United States,New York City,New York,Office Supplies,Labels,-0.353663,-0.756643,-0.102971,0
GBC VeloBinder Manual Binding System,Consumer,United States,Pasco,Washington,Office Supplies,Binders,-0.322628,0.212153,-0.079316,1
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Home Office,United States,Burbank,California,Furniture,Furnishings,-0.190718,-0.756643,-0.060734,0
Cisco Small Business SPA 502G VoIP phone,Corporate,United States,Lancaster,Pennsylvania,Technology,Phones,-0.270077,1.18095,-0.179258,3
Executive Impressions Supervisor Wall Clock,Consumer,United States,Tampa,Florida,Furniture,Furnishings,-0.260742,0.212153,-0.079202,1
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Consumer,United States,Tampa,Florida,Furniture,Furnishings,-0.281332,0.212153,-0.061231,1
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Consumer,United States,New York City,New York,Furniture,Bookcases,0.352543,0.212153,0.117564,2
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Corporate,United States,Los Angeles,California,Office Supplies,Storage,-0.34394,-0.756643,-0.105783,0
Harbour Creations 67200 Series Stacking Chairs,Corporate,United States,New York City,New York,Furniture,Chairs,-0.060448,-0.272245,0.032636,2
Newell 32,Corporate,United States,New York City,New York,Office Supplies,Art,-0.359584,-0.756643,-0.115451,0
"Metal Folding Chairs, Beige, 4/Carton",Consumer,United States,Atlanta,Georgia,Furniture,Chairs,-0.259908,-0.756643,-0.044095,0
"DAX Cubicle Frames, 8-1/2 x 11",Consumer,United States,Atlanta,Georgia,Furniture,Furnishings,-0.327573,-0.756643,-0.082824,0
Fellowes Bankers Box Stor/Drawer Steel Plus,Consumer,United States,New York City,New York,Office Supplies,Storage,-0.060939,-0.756643,-0.040422,0
Motorola HK250 Universal Bluetooth Headset,Corporate,United States,Jacksonville,Florida,Technology,Phones,-0.250781,0.212153,-0.192999,1
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Corporate,United States,Jacksonville,Florida,Office Supplies,Art,-0.34703,0.212153,-0.116537,1
"Global Geo Office Task Chair, Gray",Corporate,United States,Jacksonville,Florida,Furniture,Chairs,-0.264875,0.212153,-0.174191,1
GBC Instant Report Kit,Corporate,United States,Milwaukee,Wisconsin,Office Supplies,Binders,-0.306537,-0.756643,-0.039475,0
Acco 3-Hole Punch,Corporate,United States,Milwaukee,Wisconsin,Office Supplies,Binders,-0.333686,-0.756643,-0.07746,0
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Consumer,United States,Modesto,California,Technology,Accessories,-0.18945,-0.756643,0.063784,0
Avery 476,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Labels,-0.342319,0.212153,-0.099415,1
Xerox 1947,Home Office,United States,San Francisco,California,Office Supplies,Paper,-0.32085,-0.756643,-0.064896,0
Fellowes Presentation Covers for Comb Binding Machines,Corporate,United States,Detroit,Michigan,Office Supplies,Binders,-0.182053,-0.756643,0.101273,0
Newell 310,Home Office,United States,Phoenix,Arizona,Office Supplies,Art,-0.366568,0.212153,-0.121659,1
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Home Office,United States,Phoenix,Arizona,Furniture,Furnishings,-0.09674,0.212153,-0.122336,2
Xerox 206,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.337634,-0.756643,-0.082501,0
"Global Geo Office Task Chair, Gray",Consumer,United States,Los Angeles,California,Furniture,Chairs,-0.056972,0.212153,-0.277901,2
Aluminum Screw Posts,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.31006,0.212153,-0.063705,1
Translucent Push Pins by OIC,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,-0.348494,0.212153,-0.11084,1
Tennsco Commercial Shelving,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,-0.316607,0.212153,-0.155331,1
"Situations Contoured Folding Chairs, 4/Set",Corporate,United States,Philadelphia,Pennsylvania,Furniture,Chairs,0.189251,0.696552,-0.22839,3
Avery 514,Consumer,United States,Raleigh,North Carolina,Office Supplies,Labels,-0.361433,0.212153,-0.115205,1
Eldon Fold 'N Roll Cart System,Consumer,United States,Long Beach,California,Office Supplies,Storage,-0.122074,-0.756643,0.068044,0
Tennsco Commercial Shelving,Consumer,United States,Long Beach,California,Office Supplies,Storage,-0.270915,-0.756643,-0.119731,0
Acme Galleria Hot Forged Steel Scissors with Colored Handles,Consumer,United States,Long Beach,California,Office Supplies,Supplies,-0.192146,-0.756643,0.013981,0
Staples,Consumer,United States,Long Beach,California,Office Supplies,Fasteners,-0.356167,-0.756643,-0.107179,0
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Corporate,United States,San Diego,California,Office Supplies,Binders,-0.311023,0.212153,-0.072355,1
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Corporate,United States,Bloomington,Illinois,Office Supplies,Art,-0.28164,0.212153,-0.09914,1
"Decoflex Hanging Personal Folder File, Blue",Corporate,United States,Seattle,Washington,Office Supplies,Storage,-0.220371,-0.756643,-0.015695,0
Newell 347,Consumer,United States,Fayetteville,North Carolina,Office Supplies,Art,-0.352345,0.212153,-0.117402,1
"Rogers Jumbo File, Granite",Consumer,United States,Omaha,Nebraska,Office Supplies,Storage,-0.303456,-0.756643,-0.120596,0
Avery 49,Consumer,United States,Omaha,Nebraska,Office Supplies,Labels,-0.345721,-0.756643,-0.092214,0
"BlueLounge Milo Smartphone Stand, White/Metallic",Consumer,United States,Omaha,Nebraska,Technology,Phones,-0.128219,-0.756643,0.056902,0
"Elite 5"" Scissors",Consumer,United States,Omaha,Nebraska,Office Supplies,Supplies,-0.341709,-0.756643,-0.100692,0
Things To Do Today Pad,Consumer,United States,Omaha,Nebraska,Office Supplies,Paper,-0.34057,-0.756643,-0.086251,0
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Consumer,United States,Omaha,Nebraska,Office Supplies,Paper,-0.340522,-0.756643,-0.085436,0
Mediabridge Sport Armband iPhone 5s,Consumer,United States,Omaha,Nebraska,Technology,Phones,-0.320737,-0.756643,-0.121056,0
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Consumer,United States,Chattanooga,Tennessee,Furniture,Chairs,0.257552,0.212153,0.085973,2
"Executive Impressions 13"" Chairman Wall Clock",Consumer,United States,Chattanooga,Tennessee,Furniture,Furnishings,-0.205929,0.212153,-0.041076,1
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Consumer,United States,Fairfield,Ohio,Office Supplies,Paper,-0.249523,0.212153,-0.023146,1
"Adams ""While You Were Out"" Message Pads",Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.343635,-0.756643,-0.092175,0
Newell 34,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.273322,-0.756643,-0.056272,0
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.313629,-0.756643,-0.054783,0
Xerox 1949,Consumer,United States,Chicago,Illinois,Office Supplies,Paper,-0.311293,0.212153,-0.066848,1
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Consumer,United States,Chicago,Illinois,Technology,Accessories,-0.330573,0.212153,-0.108342,1
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Consumer,United States,Seattle,Washington,Furniture,Furnishings,-0.299621,-0.756643,-0.059734,0
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Consumer,United States,Seattle,Washington,Office Supplies,Paper,-0.319293,-0.756643,-0.061715,0
"Acme 10"" Easy Grip Assistive Scissors",Consumer,United States,New York City,New York,Office Supplies,Supplies,-0.256313,-0.756643,-0.032533,0
Dana Halogen Swing-Arm Architect Lamp,Corporate,United States,Camarillo,California,Furniture,Furnishings,-0.171607,-0.756643,0.02458,0
Novimex Fabric Task Chair,Corporate,United States,Camarillo,California,Furniture,Chairs,-0.212271,0.212153,-0.148368,1
Avery File Folder Labels,Consumer,United States,Chicago,Illinois,Office Supplies,Labels,-0.350342,0.212153,-0.104508,1
36X48 HARDFLOOR CHAIRMAT,Corporate,United States,Los Angeles,California,Furniture,Furnishings,-0.099513,-0.756643,-0.07218,0
Case Logic 2.4GHz Wireless Keyboard,Consumer,United States,New York City,New York,Technology,Accessories,-0.2084,-0.756643,-0.088191,0
LG G3,Home Office,United States,Tigard,Oregon,Technology,Phones,-0.117241,0.212153,-0.047035,1
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Home Office,United States,Tigard,Oregon,Technology,Accessories,-0.312089,0.212153,-0.135544,1
Tensor Brushed Steel Torchiere Floor Lamp,Home Office,United States,Tigard,Oregon,Furniture,Furnishings,-0.347017,0.212153,-0.123786,1
SAFCO Arco Folding Chair,Corporate,United States,Philadelphia,Pennsylvania,Furniture,Chairs,0.251634,0.696552,-0.145917,3
Kensington Expert Mouse Optical USB Trackball for PC or Mac,Corporate,United States,Philadelphia,Pennsylvania,Technology,Accessories,0.240851,0.212153,0.080419,2
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.302654,0.212153,-0.062918,1
Space Solutions Industrial Galvanized Steel Shelving.,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,-0.166521,0.212153,-0.243438,1
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Appliances,-0.055766,0.212153,-0.028635,2
"Linden 10"" Round Wall Clock, Black",Consumer,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.309983,0.212153,-0.094939,1
"Global Value Mid-Back Manager's Chair, Gray",Consumer,United States,Houston,Texas,Furniture,Chairs,-0.232042,0.696552,-0.148329,3
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Corporate,United States,Jackson,Mississippi,Office Supplies,Binders,-0.350486,-0.756643,-0.099402,0
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Corporate,United States,Jackson,Mississippi,Office Supplies,Binders,-0.319983,-0.756643,-0.058661,0
Xerox 1957,Corporate,United States,Jackson,Mississippi,Office Supplies,Paper,-0.348031,-0.756643,-0.095226,0
EcoTones Memo Sheets,Corporate,United States,Jackson,Mississippi,Office Supplies,Paper,-0.343153,-0.756643,-0.08955,0
Belkin 6 Outlet Metallic Surge Strip,Corporate,United States,Jackson,Mississippi,Office Supplies,Appliances,-0.316405,-0.756643,-0.086074,0
"Super Bands, 12/Pack",Consumer,United States,Phoenix,Arizona,Office Supplies,Fasteners,-0.361664,0.212153,-0.126385,1
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Corporate,United States,Oxnard,California,Office Supplies,Binders,-0.354154,0.212153,-0.109161,1
Tuff Stuff Recycled Round Ring Binders,Corporate,United States,Oxnard,California,Office Supplies,Binders,-0.331703,0.212153,-0.086532,1
Newell 334,Corporate,United States,Oxnard,California,Office Supplies,Art,-0.209652,-0.756643,-0.01223,0
Pressboard Data Binders by Wilson Jones,Corporate,United States,Seattle,Washington,Office Supplies,Binders,-0.334553,0.212153,-0.09156,1
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Corporate,United States,Covington,Washington,Furniture,Furnishings,-0.293572,-0.756643,-0.066275,0
Acco Translucent Poly Ring Binders,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.338789,0.212153,-0.094365,1
Hon 2111 Invitation Series Straight Table,Consumer,United States,Los Angeles,California,Furniture,Tables,0.010703,0.212153,-0.134957,2
