Product Name,Segment,Country,City,State,Category,Sub-Category,Sales,Discount,Profit
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Corporate,United States,Dallas,Texas,Office Supplies,Envelopes,-0.227752,0.212153,0.004338
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Corporate,United States,New York City,New York,Furniture,Furnishings,-0.030773,-0.756643,0.093517
Space Solutions Industrial Galvanized Steel Shelving.,Corporate,United States,New York City,New York,Office Supplies,Storage,-0.242385,-0.756643,-0.115608
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Corporate,United States,New York City,New York,Technology,Accessories,-0.336751,-0.756643,-0.093321
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Consumer,United States,San Antonio,Texas,Technology,Accessories,-0.198612,0.212153,-0.16196
Xerox 212,Consumer,United States,Amarillo,Texas,Office Supplies,Paper,-0.327236,0.212153,-0.083607
Xerox 1884,Consumer,United States,Houston,Texas,Office Supplies,Paper,-0.291884,0.212153,-0.053247
Avery File Folder Labels,Consumer,United States,Houston,Texas,Office Supplies,Labels,-0.361433,0.212153,-0.115205
GBC Standard Plastic Binding Systems' Combs,Consumer,United States,Lawrence,Massachusetts,Office Supplies,Binders,-0.308366,-0.756643,-0.049951
Belkin 7-Outlet SurgeMaster Home Series,Corporate,United States,Columbus,Georgia,Office Supplies,Appliances,-0.301579,-0.756643,-0.075818
"Sauder Facets Collection Library, Sky Alder Finish",Consumer,United States,Los Angeles,California,Furniture,Bookcases,0.330771,-0.030046,-0.100438
"Padded Folding Chairs, Black, 4/Carton",Corporate,United States,Seattle,Washington,Furniture,Chairs,0.254882,0.212153,0.043601
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Corporate,United States,Seattle,Washington,Technology,Accessories,-0.315587,-0.756643,-0.07276
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Home Office,United States,Cambridge,Massachusetts,Technology,Accessories,-0.266326,-0.756643,-0.015982
"Executive Impressions 16-1/2"" Circular Wall Clock",Home Office,United States,Cambridge,Massachusetts,Furniture,Furnishings,-0.325952,-0.756643,-0.072146
Strathmore Photo Mount Cards,Consumer,United States,Wilmington,North Carolina,Office Supplies,Paper,-0.342717,0.212153,-0.099759
DAX Black Cherry Wood-Tone Poster Frame,Corporate,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.334835,0.212153,-0.101988
"Acco Six-Outlet Power Strip, 4' Cord Length",Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Appliances,-0.302435,0.212153,-0.109088
Newell 315,Corporate,United States,New York City,New York,Office Supplies,Art,-0.340041,-0.756643,-0.103189
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Consumer,United States,Los Angeles,California,Furniture,Bookcases,0.12485,-0.030046,0.00128
GBC Wire Binding Combs,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.302461,0.212153,-0.062745
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Consumer,United States,Los Angeles,California,Technology,Phones,-0.299547,0.212153,-0.057825
Eldon Wave Desk Accessories,Consumer,United States,Los Angeles,California,Furniture,Furnishings,-0.362152,-0.756643,-0.114877
Xerox 1881,Corporate,United States,Long Beach,New York,Office Supplies,Paper,-0.270305,-0.756643,0.000859
Recycled Premium Regency Composition Covers,Corporate,United States,Long Beach,New York,Office Supplies,Binders,-0.329598,0.212153,-0.084502
Xerox 23,Consumer,United States,Rochester,New York,Office Supplies,Paper,-0.348031,-0.756643,-0.095779
"Eldon Base for stackable storage shelf, platinum",Consumer,United States,Rochester,New York,Office Supplies,Storage,-0.181379,-0.756643,-0.0974
Acrylic Self-Standing Desk Frames,Corporate,United States,San Francisco,California,Furniture,Furnishings,-0.343121,-0.756643,-0.096348
Office Star - Contemporary Task Swivel Chair,Consumer,United States,Huntsville,Texas,Furniture,Chairs,0.129788,0.696552,-0.23604
Fluorescent Highlighters by Dixon,Consumer,United States,Huntsville,Texas,Office Supplies,Art,-0.348391,0.212153,-0.112821
"Eldon Stackable Tray, Side-Load, Legal, Smoke",Corporate,United States,East Point,Georgia,Furniture,Furnishings,-0.324829,-0.756643,-0.082537
Dell Slim USB Multimedia Keyboard,Corporate,United States,East Point,Georgia,Technology,Accessories,-0.248483,-0.756643,-0.045494
GBC Premium Transparent Covers with Diagonal Lined Pattern,Home Office,United States,New York City,New York,Office Supplies,Binders,-0.153376,0.212153,0.078286
Avery 477,Corporate,United States,Springfield,Oregon,Office Supplies,Labels,-0.133684,0.212153,0.080982
Xerox 1914,Corporate,United States,Springfield,Oregon,Office Supplies,Paper,-0.157176,0.212153,0.081786
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Corporate,United States,Springfield,Oregon,Office Supplies,Appliances,-0.041684,0.212153,-0.0353
Aluminum Document Frame,Home Office,United States,Arlington,Virginia,Furniture,Furnishings,-0.270787,-0.756643,-0.044085
Harmony HEPA Quiet Air Purifiers,Consumer,United States,Wilmington,North Carolina,Office Supplies,Appliances,-0.32377,0.212153,-0.099859
Newell 351,Corporate,United States,Yuma,Arizona,Office Supplies,Art,-0.351985,0.212153,-0.117295
Large Capacity Hanging Post Binders,Consumer,United States,San Bernardino,California,Office Supplies,Binders,-0.304772,0.212153,-0.06695
"Acco Six-Outlet Power Strip, 4' Cord Length",Corporate,United States,Baltimore,Maryland,Office Supplies,Appliances,-0.244343,-0.756643,-0.036227
Advantus Rolling Drawer Organizers,Home Office,United States,Seattle,Washington,Office Supplies,Storage,0.063384,-0.756643,0.176636
Avery File Folder Labels,Consumer,United States,San Francisco,California,Office Supplies,Labels,-0.359584,-0.756643,-0.110287
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Home Office,United States,New York City,New York,Office Supplies,Art,-0.192483,-0.756643,0.018413
Staple-based wall hangings,Consumer,United States,Seattle,Washington,Furniture,Furnishings,-0.330509,-0.756643,-0.077481
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Consumer,United States,Seattle,Washington,Office Supplies,Paper,-0.326787,-0.756643,-0.070886
Xerox 227,Consumer,United States,Seattle,Washington,Office Supplies,Paper,-0.348031,-0.756643,-0.095779
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Consumer,United States,Seattle,Washington,Technology,Accessories,0.008171,-0.756643,0.018084
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Consumer,United States,Albuquerque,New Mexico,Office Supplies,Storage,-0.179085,-0.756643,0.024058
Xerox 1953,Consumer,United States,Albuquerque,New Mexico,Office Supplies,Paper,-0.361959,-0.756643,-0.114113
Kingston Digital DataTraveler 16GB USB 2.0,Home Office,United States,Los Angeles,California,Technology,Accessories,-0.325744,-0.756643,-0.100557
Avery 476,Consumer,United States,Los Angeles,California,Office Supplies,Labels,-0.355573,-0.756643,-0.106115
Pizazz Global Quick File,Consumer,United States,Los Angeles,California,Office Supplies,Storage,-0.200682,-0.756643,0.002921
"Sauder Mission Library with Doors, Fruitwood Finish",Home Office,United States,Houston,Texas,Furniture,Bookcases,-0.225912,0.793431,-0.195025
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Home Office,United States,Houston,Texas,Office Supplies,Art,-0.087318,0.212153,0.102349
"Peel & Seel Recycled Catalog Envelopes, Brown",Consumer,United States,Chicago,Illinois,Office Supplies,Envelopes,-0.279638,0.212153,-0.033353
Global Highback Leather Tilter in Burgundy,Consumer,United States,Chicago,Illinois,Furniture,Chairs,-0.164425,0.696552,-0.231097
"Situations Contoured Folding Chairs, 4/Set",Consumer,United States,San Angelo,Texas,Furniture,Chairs,0.0298,0.696552,-0.198088
"Global Push Button Manager's Chair, Indigo",Consumer,United States,San Angelo,Texas,Furniture,Chairs,-0.232042,0.696552,-0.127534
Colorific Watercolor Pencils,Corporate,United States,Pasadena,Texas,Office Supplies,Art,-0.335708,0.212153,-0.112423
Electrix Fluorescent Magnifier Lamps & Weighted Base,Corporate,United States,Los Angeles,California,Furniture,Furnishings,-0.131316,-0.756643,0.054595
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Corporate,United States,Garden City,Kansas,Office Supplies,Storage,-0.31541,-0.756643,-0.088228
Magnifier Swing Arm Lamp,Consumer,United States,San Francisco,California,Furniture,Furnishings,-0.301498,-0.756643,-0.075763
Hon Every-Day Series Multi-Task Chairs,Consumer,United States,San Francisco,California,Furniture,Chairs,0.355085,0.212153,-0.122336
Avery Poly Binder Pockets,Consumer,United States,San Francisco,California,Office Supplies,Binders,-0.318276,0.212153,-0.075264
Globe Weis Peel & Seel First Class Envelopes,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Envelopes,-0.319611,0.212153,-0.081417
Global Low Back Tilter Chair,Consumer,United States,Modesto,California,Furniture,Chairs,-0.109577,0.212153,-0.243038
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Consumer,United States,Houston,Texas,Technology,Accessories,-0.339097,0.212153,-0.10355
"Maxell 74 Minute CD-R Spindle, 50/Pack",Corporate,United States,Riverside,California,Technology,Accessories,-0.30153,-0.756643,-0.057881
Xerox 1965,Corporate,United States,Riverside,California,Office Supplies,Paper,-0.349636,-0.756643,-0.097318
Newell 348,Corporate,United States,Riverside,California,Office Supplies,Art,-0.347775,-0.756643,-0.106093
Xerox 1881,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.309714,-0.756643,-0.048419
Avery 485,Consumer,United States,Los Angeles,California,Office Supplies,Labels,-0.228089,-0.756643,0.053647
"Eldon 200 Class Desk Accessories, Black",Home Office,United States,New York City,New York,Furniture,Furnishings,-0.278136,-0.756643,-0.030648
Newell 326,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Art,-0.350753,0.212153,-0.116926
Steel Personal Filing/Posting Tote,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,0.087004,0.212153,-0.016222
Xerox 196,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.339148,0.212153,-0.093713
Avery 508,Consumer,United States,San Diego,California,Office Supplies,Labels,-0.345191,-0.756643,-0.091523
"Fellowes Mobile File Cart, Black",Consumer,United States,San Diego,California,Office Supplies,Storage,-0.069507,-0.756643,0.092675
Anker Astro 15000mAh USB Portable Charger,Consumer,United States,San Diego,California,Technology,Phones,-0.112144,0.212153,-0.258915
Nontoxic Chalk,Consumer,United States,Lawton,Oklahoma,Office Supplies,Art,-0.363179,-0.756643,-0.115123
Easy-staple paper,Consumer,United States,Salem,Virginia,Office Supplies,Paper,-0.29001,-0.756643,-0.02378
Avery File Folder Labels,Home Office,United States,Santa Ana,California,Office Supplies,Labels,-0.336478,-0.756643,-0.080165
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Corporate,United States,Rapid City,South Dakota,Office Supplies,Binders,-0.35169,-0.756643,-0.100907
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Corporate,United States,Rapid City,South Dakota,Furniture,Bookcases,-0.14104,-0.756643,0.047351
Acco Perma 4000 Stacking Storage Drawers,Consumer,United States,Seattle,Washington,Office Supplies,Storage,-0.31671,-0.756643,-0.101537
Xerox 1898,Consumer,United States,Seattle,Washington,Office Supplies,Paper,-0.336671,-0.756643,-0.081271
WD My Passport Ultra 2TB Portable External Hard Drive,Consumer,United States,Middletown,Connecticut,Technology,Accessories,0.013065,-0.756643,0.040227
Xerox 1988,Consumer,United States,Middletown,Connecticut,Office Supplies,Paper,-0.269407,-0.756643,-0.003308
"Bush Andora Conference Table, Maple/Graphite Gray Finish",Consumer,United States,Baltimore,Maryland,Furniture,Tables,0.015266,0.696552,-0.224523
Xerox 1959,Corporate,United States,Odessa,Texas,Office Supplies,Paper,-0.343102,0.212153,-0.098381
Hon Comfortask Task/Swivel Chairs,Consumer,United States,Belleville,New Jersey,Furniture,Chairs,-0.003046,-0.756643,0.033369
Contemporary Wood/Metal Frame,Consumer,United States,San Diego,California,Furniture,Furnishings,-0.213246,-0.756643,0.022536
GBC Premium Transparent Covers with Diagonal Lined Pattern,Consumer,United States,San Diego,California,Office Supplies,Binders,-0.180307,0.212153,0.053208
Cardinal Holdit Business Card Pockets,Consumer,United States,San Diego,California,Office Supplies,Binders,-0.349649,0.212153,-0.104478
SanDisk Cruzer 64 GB USB Flash Drive,Home Office,United States,Seattle,Washington,Technology,Accessories,-0.193991,-0.756643,0.017209
Panasonic KP-150 Electric Pencil Sharpener,Consumer,United States,Jackson,Mississippi,Office Supplies,Art,0.055073,-0.756643,0.170887
Avery 49,Home Office,United States,Los Angeles,California,Office Supplies,Labels,-0.364206,-0.756643,-0.116311
Wilson Jones Leather-Like Binders with DublLock Round Rings,Home Office,United States,Los Angeles,California,Office Supplies,Binders,-0.301588,0.212153,-0.061961
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Home Office,United States,Los Angeles,California,Office Supplies,Storage,-0.330445,-0.756643,-0.104976
Xerox 1943,Corporate,United States,Chicago,Illinois,Office Supplies,Paper,-0.11769,0.212153,0.103164
"Sortfiler Multipurpose Personal File Organizer, Black",Home Office,United States,New York City,New York,Office Supplies,Storage,-0.162894,-0.756643,0.03655
"Logitech B530 USB Headset - headset - Full size, Binaural",Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,-0.190766,1.18095,-0.224977
Xerox 1909,Corporate,United States,Chicago,Illinois,Office Supplies,Paper,-0.267237,0.212153,-0.034495
Staple envelope,Consumer,United States,Chicago,Illinois,Office Supplies,Envelopes,-0.356273,0.212153,-0.10981
"Global Value Steno Chair, Gray",Consumer,United States,Chicago,Illinois,Furniture,Chairs,-0.095932,0.696552,-0.174195
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",Corporate,United States,New York City,New York,Office Supplies,Paper,-0.268027,-0.756643,0.003708
Xerox 202,Consumer,United States,Rockville,Maryland,Office Supplies,Paper,-0.337634,-0.756643,-0.082501
GBC Plastic Binding Combs,Consumer,United States,Rockville,Maryland,Office Supplies,Binders,-0.356985,-0.756643,-0.106898
Xerox 1905,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.306441,-0.756643,-0.042666
Belkin 8 Outlet Surge Protector,Consumer,United States,Durham,North Carolina,Office Supplies,Appliances,-0.211013,0.212153,-0.080349
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Consumer,United States,Durham,North Carolina,Furniture,Furnishings,0.169903,0.212153,-0.014839
Spiral Phone Message Books with Labels by Adams,Corporate,United States,Santa Barbara,California,Office Supplies,Paper,-0.35445,-0.756643,-0.103593
Maxell LTO Ultrium - 800 GB,Consumer,United States,Knoxville,Tennessee,Technology,Accessories,-0.225107,0.212153,-0.127115
Model L Table or Wall-Mount Pencil Sharpener,Consumer,United States,Knoxville,Tennessee,Office Supplies,Art,-0.253361,0.212153,-0.091616
Xerox 220,Consumer,United States,Knoxville,Tennessee,Office Supplies,Paper,-0.343872,0.212153,-0.099099
Safco Industrial Wire Shelving System,Consumer,United States,Chicago,Illinois,Office Supplies,Storage,-0.252039,0.212153,-0.200014
Fellowes Desktop Hanging File Manager,Corporate,United States,New York City,New York,Office Supplies,Storage,-0.261079,-0.756643,-0.05067
Nu-Dell EZ-Mount Plastic Wall Frames,Corporate,United States,New York City,New York,Furniture,Furnishings,-0.349861,-0.756643,-0.102152
Crayola Colored Pencils,Consumer,United States,Daytona Beach,Florida,Office Supplies,Art,-0.364616,0.212153,-0.120515
Eureka The Boss Cordless Rechargeable Stick Vac,Corporate,United States,Nashville,Tennessee,Office Supplies,Appliances,-0.237944,0.212153,-0.091867
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Consumer,United States,Dallas,Texas,Office Supplies,Storage,0.135154,0.212153,-0.038533
Advantus Motivational Note Cards,Corporate,United States,Murfreesboro,Tennessee,Office Supplies,Paper,-0.352011,0.212153,-0.106118
Colored Push Pins,Consumer,United States,Dallas,Texas,Office Supplies,Fasteners,-0.361856,0.212153,-0.118627
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Consumer,United States,Dallas,Texas,Office Supplies,Labels,-0.360919,0.212153,-0.114972
Sterling Rubber Bands by Alliance,Consumer,United States,Dallas,Texas,Office Supplies,Fasteners,-0.344642,0.212153,-0.138421
Akro Stacking Bins,Consumer,United States,Arlington,Texas,Office Supplies,Storage,-0.348571,0.212153,-0.133114
Xerox 228,Corporate,United States,Pasadena,California,Office Supplies,Paper,-0.348031,-0.756643,-0.095779
Xerox 1893,Consumer,United States,Everett,Massachusetts,Office Supplies,Paper,-0.303055,-0.756643,-0.036593
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Home Office,United States,Troy,New York,Furniture,Furnishings,-0.236224,-0.756643,-0.090585
"Tenex File Box, Personal Filing Tote with Lid, Black",Home Office,United States,Troy,New York,Office Supplies,Storage,-0.319053,-0.756643,-0.087905
Logitech Trackman Marble Mouse,Home Office,United States,Troy,New York,Technology,Accessories,-0.224462,-0.756643,0.038978
Bulldog Vacuum Base Pencil Sharpener,Consumer,United States,Sandy Springs,Georgia,Office Supplies,Art,-0.31111,-0.756643,-0.080876
"File Shuttle II and Handi-File, Black",Consumer,United States,San Jose,California,Office Supplies,Storage,-0.09693,-0.756643,0.058509
Tennsco Commercial Shelving,Consumer,United States,San Jose,California,Office Supplies,Storage,-0.303552,-0.756643,-0.120599
Kleencut Forged Office Shears by Acme United Corporation,Consumer,United States,Jacksonville,Florida,Office Supplies,Supplies,-0.363487,0.212153,-0.12056
Woodgrain Magazine Files by Perma,Consumer,United States,Jacksonville,Florida,Office Supplies,Storage,-0.361176,0.212153,-0.125643
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Consumer,United States,Jacksonville,Florida,Office Supplies,Paper,-0.358121,0.212153,-0.111655
Prang Drawing Pencil Set,Consumer,United States,Jacksonville,Florida,Office Supplies,Art,-0.36169,0.212153,-0.117588
DAX Wood Document Frame.,Consumer,United States,Jacksonville,Florida,Furniture,Furnishings,-0.298328,0.212153,-0.096546
Wilson Jones Hanging Recycled Pressboard Data Binders,Consumer,United States,New York City,New York,Office Supplies,Binders,-0.330728,0.212153,-0.086859
WD My Passport Ultra 2TB Portable External Hard Drive,Consumer,United States,New York City,New York,Technology,Accessories,0.20401,-0.756643,0.121508
"Seth Thomas 14"" Day/Date Wall Clock",Consumer,United States,San Francisco,California,Furniture,Furnishings,-0.231731,-0.756643,0.012619
Space Solutions HD Industrial Steel Shelving.,Corporate,United States,Columbus,Georgia,Office Supplies,Storage,0.184611,-0.756643,-0.078163
Boston KS Multi-Size Manual Pencil Sharpener,Home Office,United States,Aurora,Illinois,Office Supplies,Art,-0.309804,0.212153,-0.106633
"Companion Letter/Legal File, Black",Consumer,United States,Chicago,Illinois,Office Supplies,Storage,-0.271884,0.212153,-0.096544
Grandstream GXP1160 VoIP phone,Consumer,United States,Seattle,Washington,Technology,Phones,0.020484,0.212153,-0.005813
Personal File Boxes with Fold-Down Carry Handle,Consumer,United States,Seattle,Washington,Office Supplies,Storage,-0.293828,-0.756643,-0.072453
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Consumer,United States,Seattle,Washington,Technology,Accessories,-0.088105,-0.756643,-0.070056
Avery Legal 4-Ring Binder,Consumer,United States,Seattle,Washington,Office Supplies,Binders,-0.207239,0.212153,0.038878
Insertable Tab Post Binder Dividers,Home Office,United States,Roseville,Michigan,Office Supplies,Binders,-0.355958,-0.756643,-0.106244
"SAFCO Mobile Desk Side File, Wire Frame",Home Office,United States,Roseville,Michigan,Office Supplies,Storage,-0.094379,-0.756643,0.067507
Xerox 1958,Home Office,United States,Fayetteville,Arkansas,Office Supplies,Paper,-0.337634,-0.756643,-0.082501
Kensington 6 Outlet SmartSocket Surge Protector,Consumer,United States,New York City,New York,Office Supplies,Appliances,-0.171559,-0.756643,0.008871
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Consumer,United States,New York City,New York,Office Supplies,Binders,-0.311947,0.212153,-0.06748
Square Credit Card Reader,Consumer,United States,Dover,Delaware,Technology,Phones,-0.336767,-0.756643,-0.100159
Acme Tagit Stainless Steel Antibacterial Scissors,Consumer,United States,Aurora,Illinois,Office Supplies,Supplies,-0.317994,0.212153,-0.110502
"Quartet Omega Colored Chalk, 12/Pack",Consumer,United States,Aurora,Illinois,Office Supplies,Art,-0.353834,0.212153,-0.108873
Hon Every-Day Chair Series Swivel Task Chairs,Corporate,United States,El Cajon,California,Furniture,Chairs,0.252366,0.212153,-0.101677
Newell 320,Home Office,United States,Springfield,Ohio,Office Supplies,Art,-0.363333,0.212153,-0.121057
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Home Office,United States,Lakewood,Ohio,Office Supplies,Paper,-0.29974,0.212153,-0.055706
Standard Rollaway File with Lock,Home Office,United States,Tampa,Florida,Office Supplies,Storage,0.325086,0.212153,0.016125
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Corporate,United States,Jacksonville,North Carolina,Office Supplies,Envelopes,-0.264156,0.212153,-0.028351
Harbour Creations Steel Folding Chair,Corporate,United States,Jacksonville,North Carolina,Furniture,Chairs,-0.036678,0.212153,-0.011876
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Home Office,United States,Saint Charles,Illinois,Office Supplies,Art,-0.272706,0.212153,-0.0616
Xerox 229,Home Office,United States,Miami,Florida,Office Supplies,Paper,-0.318918,0.212153,-0.075862
Bulldog Vacuum Base Pencil Sharpener,Home Office,United States,Miami,Florida,Office Supplies,Art,-0.291871,0.212153,-0.104421
Maxell 4.7GB DVD-R,Home Office,United States,Miami,Florida,Technology,Accessories,-0.113813,0.212153,0.05576
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Home Office,United States,Miami,Florida,Office Supplies,Appliances,-0.029861,0.212153,-0.0547
Acco Side-Punched Conventional Columnar Pads,Home Office,United States,Miami,Florida,Office Supplies,Supplies,-0.359918,0.212153,-0.12678
Avery 501,Home Office,United States,Miami,Florida,Office Supplies,Labels,-0.36409,0.212153,-0.118082
Binder Posts,Corporate,United States,Seattle,Washington,Office Supplies,Binders,-0.339354,0.212153,-0.096851
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Corporate,United States,Arlington,Virginia,Office Supplies,Envelopes,-0.326225,-0.756643,-0.067932
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Corporate,United States,Arlington,Virginia,Technology,Accessories,-0.189145,-0.756643,-0.007606
Stackable Trays,Corporate,United States,Charlotte,North Carolina,Furniture,Furnishings,-0.360919,0.212153,-0.11918
Avery 508,Corporate,United States,Charlotte,North Carolina,Office Supplies,Labels,-0.349918,0.212153,-0.1041
Economy #2 Pencils,Consumer,United States,Roseville,California,Office Supplies,Art,-0.356022,-0.756643,-0.113478
"Global Airflow Leather Mesh Back Chair, Black",Corporate,United States,Los Angeles,California,Furniture,Chairs,0.212598,0.212153,0.071023
Motorola L804,Home Office,United States,San Francisco,California,Technology,Phones,-0.250755,0.212153,-0.086996
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Consumer,United States,Bakersfield,California,Furniture,Tables,0.411592,0.212153,0.033386
Xerox 202,Home Office,United States,Tulsa,Oklahoma,Office Supplies,Paper,-0.316838,-0.756643,-0.055944
Avery Hanging File Binders,Home Office,United States,Tulsa,Oklahoma,Office Supplies,Binders,-0.301659,-0.756643,-0.040134
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Home Office,United States,Tulsa,Oklahoma,Office Supplies,Binders,-0.244375,-0.756643,0.029971
Newell 325,Home Office,United States,San Francisco,California,Office Supplies,Art,-0.309184,-0.756643,-0.074732
Recycled Steel Personal File for Hanging File Folders,Consumer,United States,Houston,Texas,Office Supplies,Storage,-0.148434,0.212153,-0.085689
Artistic Insta-Plaque,Consumer,United States,Columbus,Georgia,Furniture,Furnishings,-0.268187,-0.756643,-0.017913
Stockwell Push Pins,Home Office,United States,League City,Texas,Office Supplies,Fasteners,-0.36323,0.212153,-0.119916
Fluorescent Highlighters by Dixon,Home Office,United States,League City,Texas,Office Supplies,Art,-0.333064,0.212153,-0.105685
Xerox 195,Home Office,United States,League City,Texas,Office Supplies,Paper,-0.343102,0.212153,-0.098381
Pencil and Crayon Sharpener,Consumer,United States,Burlington,North Carolina,Office Supplies,Art,-0.366016,0.212153,-0.121681
Newell 321,Consumer,United States,Burlington,North Carolina,Office Supplies,Art,-0.335143,0.212153,-0.112254
"Personal Folder Holder, Ebony",Consumer,United States,New York City,New York,Office Supplies,Storage,-0.350839,-0.756643,-0.107979
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Consumer,United States,Dallas,Texas,Office Supplies,Art,-0.296556,0.212153,-0.103108
Disposable Triple-Filter Dust Bags,Consumer,United States,Long Beach,New York,Office Supplies,Appliances,-0.354803,-0.756643,-0.112635
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Consumer,United States,Long Beach,New York,Office Supplies,Paper,-0.297022,-0.756643,-0.034459
"Decoflex Hanging Personal Folder File, Blue",Home Office,United States,Hialeah,Florida,Office Supplies,Storage,-0.269856,0.212153,-0.099296
Samsung Rugby III,Home Office,United States,Hialeah,Florida,Technology,Phones,-0.114699,0.212153,-0.063177
Xerox 1886,Consumer,United States,Belleville,New Jersey,Office Supplies,Paper,-0.138248,-0.756643,0.172121
Xerox 217,Consumer,United States,Belleville,New Jersey,Office Supplies,Paper,-0.358429,-0.756643,-0.109057
Maxell CD-R Discs,Consumer,United States,New York City,New York,Technology,Accessories,-0.356183,-0.756643,-0.111571
"Personal Folder Holder, Ebony",Consumer,United States,Andover,Massachusetts,Office Supplies,Storage,-0.350839,-0.756643,-0.107979
Xerox 193,Consumer,United States,Andover,Massachusetts,Office Supplies,Paper,-0.340041,-0.756643,-0.084809
GBC Binding covers,Consumer,United States,Andover,Massachusetts,Office Supplies,Binders,-0.285709,-0.756643,-0.022826
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Consumer,United States,Arlington,Virginia,Office Supplies,Art,-0.356472,-0.756643,-0.108858
Xerox 1983,Corporate,United States,Decatur,Alabama,Office Supplies,Paper,-0.330445,-0.756643,-0.0723
"Global Wood Trimmed Manager's Task Chair, Khaki",Corporate,United States,Hesperia,California,Furniture,Chairs,0.331902,0.212153,-0.28546
Xerox 192,Consumer,United States,Chesapeake,Virginia,Office Supplies,Paper,-0.316838,-0.756643,-0.055944
Kensington 6 Outlet Guardian Standard Surge Protector,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,-0.270241,-0.756643,-0.051518
Sterilite Officeware Hinged File Box,Consumer,United States,Huntsville,Alabama,Office Supplies,Storage,-0.251114,-0.756643,-0.037779
Avery 505,Consumer,United States,Knoxville,Tennessee,Office Supplies,Labels,-0.273835,0.212153,-0.027564
DAX Wood Document Frame,Consumer,United States,Knoxville,Tennessee,Furniture,Furnishings,-0.315953,0.212153,-0.094201
Global Highback Leather Tilter in Burgundy,Consumer,United States,Knoxville,Tennessee,Furniture,Chairs,-0.018424,0.212153,-0.168948
"Eldon 200 Class Desk Accessories, Burgundy",Corporate,United States,Lawrence,Massachusetts,Furniture,Furnishings,-0.318443,-0.756643,-0.066036
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Corporate,United States,Lawrence,Massachusetts,Furniture,Furnishings,-0.353615,-0.756643,-0.106148
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Corporate,United States,Lawrence,Massachusetts,Technology,Phones,-0.032666,-0.756643,0.128082
