Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
Avery 475,Corporate,United States,California,Office Supplies,Labels,-0.083344,-1.0,0.489019,3
Boston 16801 Nautilus Battery Pencil Sharpener,Home Office,United States,New York,Office Supplies,Art,0.077239,-1.0,0.307743,3
"Wirebound Message Book, 4 per Page",Corporate,United States,California,Office Supplies,Paper,-0.676895,-1.0,-0.12188,3
Newell 308,Corporate,United States,California,Office Supplies,Art,-1.163155,-1.0,-0.286568,3
Wilson Jones Leather-Like Binders with DublLock Round Rings,Corporate,United States,California,Office Supplies,Binders,-0.275387,0.0,0.027682,2
Griffin GC17055 Auxiliary Audio Cable,Corporate,United States,California,Technology,Phones,-0.262861,0.0,-0.211371,2
Fiskars Softgrip Scissors,Consumer,United States,California,Office Supplies,Supplies,-0.376765,-1.0,-0.091674,3
Memorex Froggy Flash Drive 4 GB,Consumer,United States,Washington,Technology,Accessories,-0.37638,-1.0,-0.003428,3
Nu-Dell Oak Frame,Consumer,United States,California,Furniture,Furnishings,0.126663,-1.0,0.550981,3
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Consumer,United States,California,Furniture,Tables,0.720595,0.0,0.674347,0
"Performers Binder/Pad Holder, Black",Corporate,United States,California,Office Supplies,Binders,0.198425,0.0,0.899363,0
Avery 485,Corporate,United States,California,Office Supplies,Labels,-0.033901,-1.0,0.537796,3
Staples,Corporate,United States,New York,Office Supplies,Fasteners,-0.164226,-1.0,0.346412,3
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Consumer,United States,Illinois,Office Supplies,Binders,-1.213823,0.749016,-0.501804,1
Xerox 1903,Consumer,United States,Illinois,Office Supplies,Paper,-0.435128,0.0,-0.062946,1
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Consumer,United States,Virginia,Technology,Accessories,-0.355737,-1.0,-0.063412,3
AT&T 17929 Lendline Telephone,Consumer,United States,Maryland,Technology,Phones,0.201832,-1.0,0.53666,3
"Global Leather Task Chair, Black",Consumer,United States,Washington,Furniture,Chairs,0.531895,0.0,-0.419587,2
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Consumer,United States,Washington,Office Supplies,Envelopes,0.076693,-1.0,0.804651,0
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Corporate,United States,Pennsylvania,Furniture,Furnishings,-0.657962,0.0,-0.218072,1
Recycled Eldon Regeneration Jumbo File,Home Office,United States,Indiana,Office Supplies,Storage,-0.329518,-1.0,-0.065132,3
Staple envelope,Consumer,United States,Missouri,Office Supplies,Envelopes,-0.496661,-1.0,-0.032126,3
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Consumer,United States,Missouri,Technology,Accessories,0.626254,-1.0,2.095223,0
"SAFCO Commercial Wire Shelving, Black",Corporate,United States,Kentucky,Office Supplies,Storage,1.001036,-1.0,-0.317812,2
Insertable Tab Post Binder Dividers,Consumer,United States,Ohio,Office Supplies,Binders,-0.85061,0.701566,-0.527484,1
Acme Titanium Bonded Scissors,Consumer,United States,Ohio,Office Supplies,Supplies,-0.286584,0.0,-0.242222,2
Belkin F8E887 USB Wired Ergonomic Keyboard,Corporate,United States,Nebraska,Technology,Accessories,0.199619,-1.0,0.369975,3
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Consumer,United States,Kentucky,Furniture,Furnishings,0.67201,-1.0,0.947785,0
Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Consumer,United States,Kentucky,Office Supplies,Binders,-0.942333,-1.0,-0.221238,3
OtterBox Defender Series Case - Samsung Galaxy S4,Corporate,United States,California,Technology,Phones,0.380597,0.0,0.337542,2
Xerox 192,Corporate,United States,California,Office Supplies,Paper,-0.428433,-1.0,0.024152,3
Newell 318,Consumer,United States,Virginia,Office Supplies,Art,-0.959893,-1.0,-0.264155,3
Tennsco Industrial Shelving,Corporate,United States,Virginia,Office Supplies,Storage,0.387828,-1.0,-0.209306,3
Xerox 1920,Corporate,United States,Virginia,Office Supplies,Paper,-0.246951,-1.0,0.173617,3
Cisco Small Business SPA 502G VoIP phone,Corporate,United States,North Carolina,Technology,Phones,0.579717,0.0,0.465262,2
Xerox 1999,Corporate,United States,Ohio,Office Supplies,Paper,-0.523447,0.0,-0.11743,1
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Consumer,United States,Michigan,Technology,Phones,-0.107111,-1.0,0.111239,3
Avery 491,Consumer,United States,Michigan,Office Supplies,Labels,-0.261033,-1.0,0.167959,3
Xerox 213,Consumer,United States,Indiana,Office Supplies,Paper,-0.213458,-1.0,0.249416,3
Clarity 53712,Home Office,United States,Texas,Technology,Phones,0.725175,0.0,0.687179,0
Xerox 1993,Home Office,United States,Texas,Office Supplies,Paper,-0.696697,0.0,-0.179074,1
Lumber Crayons,Consumer,United States,Texas,Office Supplies,Art,-0.345617,0.0,-0.121967,2
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Consumer,United States,Texas,Office Supplies,Storage,0.176331,0.0,-0.966775,2
Fellowes Recycled Storage Drawers,Consumer,United States,Texas,Office Supplies,Storage,0.459607,0.0,-1.428648,2
Canon PC170 Desktop Personal Copier,Consumer,United States,Texas,Technology,Machines,0.636339,0.429282,0.897698,0
Fiskars Spring-Action Scissors,Corporate,United States,Texas,Office Supplies,Supplies,-0.368979,0.0,-0.255588,1
Xerox 1978,Corporate,United States,Texas,Office Supplies,Paper,-0.213869,0.0,0.11129,2
Logitech G35 7.1-Channel Surround Sound Headset,Corporate,United States,Texas,Technology,Accessories,0.518026,0.0,0.998174,0
Pastel Pink Envelopes,Home Office,United States,Virginia,Office Supplies,Envelopes,-0.165135,-1.0,0.318716,3
SanDisk Cruzer 16 GB USB Flash Drive,Home Office,United States,Virginia,Technology,Accessories,-0.357939,-1.0,-0.156949,3
Space Solutions Industrial Galvanized Steel Shelving.,Home Office,United States,Virginia,Office Supplies,Storage,0.668766,-1.0,-0.086013,3
Wilson Jones Standard D-Ring Binders,Home Office,United States,Virginia,Office Supplies,Binders,-0.53378,-1.0,-0.05574,3
Motorola L703CM,Corporate,United States,California,Technology,Phones,0.906061,0.0,1.091147,0
12-1/2 Diameter Round Wall Clock,Consumer,United States,Pennsylvania,Furniture,Furnishings,-0.219048,0.0,-0.082745,2
Strathmore Photo Mount Cards,Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.381883,0.0,-0.058778,1
Avery 488,Home Office,United States,California,Office Supplies,Labels,-0.375034,-1.0,0.069623,3
Xerox Blank Computer Paper,Home Office,United States,California,Office Supplies,Paper,0.240455,-1.0,1.375166,0
Fellowes Basic Home/Office Series Surge Protectors,Corporate,United States,California,Office Supplies,Appliances,0.203472,-1.0,0.638136,0
"Southworth 100% Résumé Paper, 24lb.",Consumer,United States,California,Office Supplies,Paper,-0.818904,-1.0,-0.188513,3
Staple-based wall hangings,Home Office,United States,Texas,Furniture,Furnishings,-0.731673,0.637883,-0.462181,1
OIC Stacking Trays,Home Office,United States,Texas,Furniture,Furnishings,-0.976301,0.637883,-0.398287,1
BIC Brite Liner Highlighters,Home Office,United States,New Mexico,Office Supplies,Art,-0.792488,-1.0,-0.189371,3
"Iris 3-Drawer Stacking Bin, Black",Consumer,United States,Texas,Office Supplies,Storage,-0.033772,0.0,-0.747854,2
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Consumer,United States,Ohio,Office Supplies,Art,-0.445924,0.0,-0.257256,1
DAX Wood Document Frame,Corporate,United States,Maryland,Furniture,Furnishings,-0.282593,-1.0,0.044282,3
Fellowes 8 Outlet Superior Workstation Surge Protector,Corporate,United States,Maryland,Office Supplies,Appliances,0.327275,-1.0,0.994257,0
Toshiba IPT2010-SD IP Telephone,Home Office,United States,California,Technology,Phones,0.866851,0.0,1.187591,0
Fellowes Bankers Box Recycled Super Stor/Drawer,Corporate,United States,North Carolina,Office Supplies,Storage,0.340541,0.0,-1.188031,2
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Corporate,United States,North Carolina,Office Supplies,Storage,-0.019072,0.0,-0.51468,2
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Corporate,United States,North Carolina,Office Supplies,Paper,-0.700668,0.0,-0.189768,1
Surelock Post Binders,Consumer,United States,Florida,Office Supplies,Binders,-0.453281,0.701566,-0.784168,1
AT&T 17929 Lendline Telephone,Consumer,United States,Florida,Technology,Phones,0.466488,0.0,0.17785,2
Razer Kraken PRO Over Ear PC and Music Headset,Home Office,United States,California,Technology,Accessories,0.420409,-1.0,1.412287,0
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Corporate,United States,New York,Technology,Phones,-0.090792,-1.0,0.128482,3
Wilson Jones Impact Binders,Consumer,United States,Nevada,Office Supplies,Binders,-0.792078,0.0,-0.206742,1
Motorola L703CM,Consumer,United States,Nevada,Technology,Phones,1.100324,0.0,2.202005,0
Fellowes Basic Home/Office Series Surge Protectors,Consumer,United States,Nevada,Office Supplies,Appliances,0.070336,-1.0,0.367355,3
Acco Translucent Poly Ring Binders,Consumer,United States,Illinois,Office Supplies,Binders,-1.232001,0.749016,-0.487771,1
Logitech Wireless Marathon Mouse M705,Corporate,United States,Vermont,Technology,Accessories,0.240766,-1.0,1.23381,0
4009 Highlighters,Corporate,United States,Vermont,Office Supplies,Art,-0.80497,-1.0,-0.216693,3
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Corporate,United States,Michigan,Office Supplies,Binders,0.366124,-1.0,2.0711,0
Acco 6 Outlet Guardian Premium Surge Suppressor,Corporate,United States,Michigan,Office Supplies,Appliances,0.074139,-0.387938,0.134565,2
Dixon Ticonderoga Core-Lock Colored Pencils,Consumer,United States,Arizona,Office Supplies,Art,-0.551118,0.0,-0.23012,1
HP Standard 104 key PS/2 Keyboard,Consumer,United States,Arizona,Technology,Accessories,-0.353547,0.0,-0.263993,1
Newell 317,Consumer,United States,Arizona,Office Supplies,Art,-0.49914,0.0,-0.249146,1
Eldon 500 Class Desk Accessories,Consumer,United States,Pennsylvania,Furniture,Furnishings,-0.431239,0.0,-0.201828,1
Xerox 195,Consumer,United States,Nevada,Office Supplies,Paper,-0.125375,-1.0,0.382397,3
Eureka The Boss Cordless Rechargeable Stick Vac,Corporate,United States,Maine,Office Supplies,Appliances,0.248382,-1.0,0.680483,0
Tuff Stuff Recycled Round Ring Binders,Home Office,United States,Tennessee,Office Supplies,Binders,-1.061622,0.701566,-0.432373,1
Avery Durable Slant Ring Binders,Home Office,United States,Tennessee,Office Supplies,Binders,-0.63853,0.701566,-0.618786,1
"Bush Westfield Collection Bookcases, Dark Cherry Finish",Consumer,United States,Wisconsin,Furniture,Bookcases,0.758092,-1.0,0.857566,0
Maxell 4.7GB DVD+R 5/Pack,Consumer,United States,Illinois,Technology,Accessories,-1.293875,0.0,-0.290184,1
Xerox 189,Consumer,United States,California,Office Supplies,Paper,0.259218,-1.0,1.495482,0
Xerox 1964,Home Office,United States,Mississippi,Office Supplies,Paper,-0.071716,-1.0,0.446299,3
Tenex Chairmats For Use With Carpeted Floors,Home Office,United States,California,Furniture,Furnishings,-0.219152,-1.0,-0.258526,3
Xerox 1886,Home Office,United States,California,Office Supplies,Paper,-0.052345,-1.0,0.517504,3
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Home Office,United States,California,Office Supplies,Envelopes,-0.358676,-1.0,0.093076,3
OtterBox Defender Series Case - Samsung Galaxy S4,Consumer,United States,Washington,Technology,Phones,0.111601,0.0,0.012011,2
Xerox 203,Consumer,United States,Washington,Office Supplies,Paper,-0.428433,-1.0,0.024152,3
Ibico Recycled Grain-Textured Covers,Corporate,United States,Tennessee,Office Supplies,Binders,-0.23071,0.701566,-1.112547,1
"SmartStand Mobile Device Holder, Assorted Colors",Consumer,United States,New York,Technology,Phones,-0.568953,-1.0,-0.173357,3
Boston Home & Office Model 2000 Electric Pencil Sharpeners,Consumer,United States,New York,Office Supplies,Art,-0.345438,-1.0,-0.091667,3
Polycom VoiceStation 500 Conference phone,Consumer,United States,California,Technology,Phones,0.948533,0.0,1.278467,0
Cardinal Holdit Business Card Pockets,Consumer,United States,California,Office Supplies,Binders,-0.635947,0.0,-0.16351,1
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Consumer,United States,California,Office Supplies,Binders,-0.230147,0.0,0.109102,2
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Consumer,United States,California,Technology,Accessories,0.009313,-1.0,-0.031282,3
Xerox 1881,Consumer,United States,California,Office Supplies,Paper,-0.329518,-1.0,0.104398,3
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Consumer,United States,California,Furniture,Furnishings,-0.020902,-1.0,0.248441,3
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Consumer,United States,California,Furniture,Chairs,0.516606,0.0,0.621928,2
Staple remover,Home Office,United States,Pennsylvania,Office Supplies,Supplies,-1.148537,0.0,-0.343953,1
Sabrent 4-Port USB 2.0 Hub,Home Office,United States,Pennsylvania,Technology,Accessories,-0.381259,0.0,-0.177461,1
Xerox 1979,Home Office,United States,Pennsylvania,Office Supplies,Paper,-0.038405,0.0,0.247177,2
Aastra 6757i CT Wireless VoIP phone,Corporate,United States,Texas,Technology,Phones,0.700584,0.0,1.083345,0
Acme Office Executive Series Stainless Steel Trimmers,Consumer,United States,Arizona,Office Supplies,Supplies,-0.051563,0.0,-0.184904,2
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Consumer,United States,Arizona,Technology,Accessories,0.249446,0.0,-0.953527,2
Southworth 25% Cotton Premium Laser Paper and Envelopes,Consumer,United States,California,Office Supplies,Paper,-0.12661,-1.0,0.380321,3
Acme Design Stainless Steel Bent Scissors,Consumer,United States,California,Office Supplies,Supplies,-0.115634,-1.0,0.087639,3
Hon Pagoda Stacking Chairs,Consumer,United States,California,Furniture,Chairs,0.595047,0.0,0.844285,0
O'Sullivan Living Dimensions 2-Shelf Bookcases,Consumer,United States,New Jersey,Furniture,Bookcases,0.31436,-1.0,0.124498,3
GBC Personal VeloBind Strips,Corporate,United States,New York,Office Supplies,Binders,-0.263326,0.0,0.050728,2
Boston KS Multi-Size Manual Pencil Sharpener,Corporate,United States,New York,Office Supplies,Art,0.294722,-1.0,0.847437,0
"Sanford Colorific Colored Pencils, 12/Box",Corporate,United States,California,Office Supplies,Art,-0.35647,-1.0,-0.063849,3
Colorific Watercolor Pencils,Consumer,United States,Connecticut,Office Supplies,Art,-0.525427,-1.0,-0.152308,3
Xerox 209,Consumer,United States,Connecticut,Office Supplies,Paper,-0.020197,-1.0,0.585478,3
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Consumer,United States,Illinois,Technology,Accessories,-0.128096,0.0,-0.04369,2
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Corporate,United States,Washington,Office Supplies,Storage,-0.509734,-1.0,-0.163788,3
Pastel Pink Envelopes,Home Office,United States,Iowa,Office Supplies,Envelopes,-0.846999,-1.0,-0.188755,3
Wilson Jones Easy Flow II Sheet Lifters,Home Office,United States,Iowa,Office Supplies,Binders,-0.971989,-1.0,-0.2219,3
Xerox 223,Consumer,United States,California,Office Supplies,Paper,-0.428433,-1.0,0.024152,3
Luxo Economy Swing Arm Lamp,Corporate,United States,California,Furniture,Furnishings,-0.127435,-1.0,0.090742,3
DAX Natural Wood-Tone Poster Frame,Corporate,United States,California,Furniture,Furnishings,0.150684,-1.0,0.718843,0
Self-Adhesive Address Labels for Typewriters with Dispenser Box,Corporate,United States,Pennsylvania,Office Supplies,Labels,-0.402526,0.0,-0.061587,1
Xerox 222,Corporate,United States,California,Office Supplies,Paper,-0.213458,-1.0,0.249416,3
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Corporate,United States,Texas,Office Supplies,Appliances,-0.575669,0.749016,-1.269505,1
Security-Tint Envelopes,Home Office,United States,Minnesota,Office Supplies,Envelopes,-0.530977,-1.0,-0.0429,3
Iris Project Case,Consumer,United States,Pennsylvania,Office Supplies,Storage,-0.080697,0.0,-0.193994,2
Avery 52,Consumer,United States,Louisiana,Office Supplies,Labels,-0.668712,-1.0,-0.126209,3
Xerox 231,Consumer,United States,Louisiana,Office Supplies,Paper,-0.306832,-1.0,0.136941,3
GBC Standard Plastic Binding Systems' Combs,Home Office,United States,Texas,Office Supplies,Binders,-0.832392,0.749016,-0.821307,1
Self-Adhesive Ring Binder Labels,Home Office,United States,Texas,Office Supplies,Binders,-1.470751,0.749016,-0.405316,1
Wilson Jones Impact Binders,Home Office,United States,Texas,Office Supplies,Binders,-1.080071,0.749016,-0.561475,1
Rogers Deluxe File Chest,Home Office,United States,Texas,Office Supplies,Storage,-0.013125,0.0,-0.7959,2
Prang Dustless Chalk Sticks,Home Office,United States,California,Office Supplies,Art,-0.880728,-1.0,-0.193686,3
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Consumer,United States,California,Office Supplies,Binders,-0.533443,0.0,-0.115096,1
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Consumer,United States,California,Office Supplies,Paper,0.02742,-1.0,0.697146,3
Ultra Door Pull Handle,Consumer,United States,California,Furniture,Furnishings,0.219559,-1.0,0.813703,0
Akro Stacking Bins,Consumer,United States,California,Office Supplies,Storage,-0.345082,-1.0,-0.28261,3
Cisco Unified IP Phone 7945G VoIP phone,Consumer,United States,California,Technology,Phones,1.090994,0.0,2.131089,0
Blackstonian Pencils,Consumer,United States,California,Office Supplies,Art,-0.44515,-1.0,-0.125102,3
Chromcraft Rectangular Conference Tables,Consumer,United States,California,Furniture,Tables,0.874594,0.0,0.713032,0
SpineVue Locking Slant-D Ring Binders by Cardinal,Consumer,United States,California,Office Supplies,Binders,-0.845146,0.0,-0.223106,1
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Consumer,United States,Ohio,Furniture,Furnishings,0.389981,0.0,-0.457174,2
Easy-staple paper,Corporate,United States,Florida,Office Supplies,Paper,0.01666,0.0,0.430869,2
Avery Hole Reinforcements,Corporate,United States,Florida,Office Supplies,Binders,-0.9564,0.701566,-0.466142,1
Rogers Handheld Barrel Pencil Sharpener,Corporate,United States,Florida,Office Supplies,Art,-0.889829,0.0,-0.296387,1
Avery Hidden Tab Dividers for Binding Systems,Home Office,United States,California,Office Supplies,Binders,-0.559164,0.0,-0.146469,1
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Home Office,United States,California,Furniture,Bookcases,0.310707,-0.172979,-0.058858,2
Prang Drawing Pencil Set,Home Office,United States,California,Office Supplies,Art,-0.959893,-1.0,-0.235444,3
Xerox 1967,Home Office,United States,California,Office Supplies,Paper,-0.213458,-1.0,0.249416,3
Newell 350,Home Office,United States,California,Office Supplies,Art,-0.719005,-1.0,-0.212282,3
Newell 333,Home Office,United States,California,Office Supplies,Art,-1.235776,-1.0,-0.290915,3
Presstex Flexible Ring Binders,Consumer,United States,New York,Office Supplies,Binders,-1.131751,0.0,-0.267134,1
"GBC White Gloss Covers, Plain Front",Corporate,United States,Iowa,Office Supplies,Binders,0.297689,-1.0,1.642115,0
Catalog Binders with Expanding Posts,Corporate,United States,California,Office Supplies,Binders,0.269409,0.0,0.899506,0
Microsoft Wireless Mobile Mouse 4000,Consumer,United States,Arkansas,Technology,Accessories,0.503494,-1.0,1.981402,0
Xerox 225,Consumer,United States,Arkansas,Office Supplies,Paper,-0.601332,-1.0,-0.089048,3
"Global Value Mid-Back Manager's Chair, Gray",Consumer,United States,Missouri,Furniture,Chairs,0.044767,-1.0,0.237514,3
Avery 483,Consumer,United States,Missouri,Office Supplies,Labels,-0.540584,-1.0,-0.065292,3
Wilson Jones Turn Tabs Binder Tool for Ring Binders,Consumer,United States,Missouri,Office Supplies,Binders,-0.727763,-1.0,-0.154314,3
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Consumer,United States,Missouri,Furniture,Furnishings,0.688263,-1.0,1.600299,0
VariCap6 Expandable Binder,Consumer,United States,Missouri,Office Supplies,Binders,-0.019728,-1.0,0.567865,3
Fellowes Neat Ideas Storage Cubes,Consumer,United States,Missouri,Office Supplies,Storage,0.070706,-1.0,-0.221665,3
Acme Titanium Bonded Scissors,Consumer,United States,South Dakota,Office Supplies,Supplies,-0.313703,-1.0,-0.074126,3
"Global Leather Task Chair, Black",Home Office,United States,Washington,Furniture,Chairs,0.531895,0.0,-0.419587,2
High-Back Leather Manager's Chair,Consumer,United States,Michigan,Furniture,Chairs,0.744097,-1.0,0.951667,0
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Consumer,United States,Michigan,Office Supplies,Appliances,0.613084,-0.387938,1.625638,0
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Corporate,United States,Tennessee,Office Supplies,Binders,-0.646044,0.701566,-0.613497,1
"Peel & Seel Recycled Catalog Envelopes, Brown",Corporate,United States,Tennessee,Office Supplies,Envelopes,0.070016,0.0,0.56517,2
"Master Caster Door Stop, Large Brown",Home Office,United States,Nevada,Furniture,Furnishings,-0.551587,-1.0,-0.114158,3
Hon Comfortask Task/Swivel Chairs,Consumer,United States,New York,Furniture,Chairs,0.250742,-0.387938,-0.066516,2
Xerox 1923,Consumer,United States,New York,Office Supplies,Paper,-0.41553,-1.0,0.034611,3
Avery Metallic Poly Binders,Consumer,United States,New York,Office Supplies,Binders,-0.217487,0.0,0.093076,2
OIC Stacking Trays,Corporate,United States,New York,Furniture,Furnishings,-0.71127,-1.0,-0.155251,3
Advantus Rolling Drawer Organizers,Corporate,United States,Florida,Office Supplies,Storage,0.474105,0.0,0.188006,2
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Corporate,United States,Florida,Technology,Accessories,-0.052175,0.0,0.120224,2
Avery 483,Consumer,United States,Pennsylvania,Office Supplies,Labels,-0.51304,0.0,-0.127075,1
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Consumer,United States,Pennsylvania,Office Supplies,Binders,-0.807033,0.701566,-0.530039,1
Global Commerce Series High-Back Swivel/Tilt Chairs,Consumer,United States,Pennsylvania,Furniture,Chairs,0.752099,0.255488,-1.41427,2
O'Sullivan 5-Shelf Heavy-Duty Bookcases,Home Office,United States,Washington,Furniture,Bookcases,0.429448,-1.0,1.161625,0
Hoover Commercial SteamVac,Consumer,United States,Virginia,Office Supplies,Appliances,0.088389,-1.0,0.423157,3
Embossed Ink Jet Note Cards,Consumer,United States,Florida,Office Supplies,Paper,0.112968,0.0,0.599675,2
Avery 519,Consumer,United States,Colorado,Office Supplies,Labels,-0.645202,0.0,-0.172148,1
Office Star - Mesh Screen back chair with Vinyl seat,Corporate,United States,Wisconsin,Furniture,Chairs,0.746759,-1.0,1.242092,0
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Consumer,United States,North Carolina,Furniture,Furnishings,-0.457009,0.0,-0.141991,1
GBC Plasticlear Binding Covers,Home Office,United States,Texas,Office Supplies,Binders,-0.870338,0.749016,-0.737859,1
Global Commerce Series Low-Back Swivel/Tilt Chairs,Consumer,United States,Pennsylvania,Furniture,Chairs,1.087458,0.255488,-0.907362,2
Xerox 1891,Home Office,United States,California,Office Supplies,Paper,-0.043844,-1.0,0.517349,3
Newell 351,Consumer,United States,Delaware,Office Supplies,Art,-0.719005,-1.0,-0.212282,3
Ibico Covers for Plastic or Wire Binding Elements,Consumer,United States,Delaware,Office Supplies,Binders,-0.187353,-1.0,0.248441,3
Acco Suede Grain Vinyl Round Ring Binder,Corporate,United States,Texas,Office Supplies,Binders,-1.706598,0.749016,-0.353266,1
"Angle-D Binders with Locking Rings, Label Holders",Consumer,United States,Maryland,Office Supplies,Binders,-0.088916,-1.0,0.430934,3
HP Office Recycled Paper (20Lb. and 87 Bright),Corporate,United States,Ohio,Office Supplies,Paper,-0.572267,0.0,-0.13258,1
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Corporate,United States,Texas,Technology,Accessories,-0.111805,0.0,-0.013878,2
Grandstream GXP2100 Mainstream Business Phone,Corporate,United States,Texas,Technology,Phones,0.577643,0.0,0.570876,2
"Boston School Pro Electric Pencil Sharpener, 1670",Corporate,United States,Texas,Office Supplies,Art,0.124494,0.0,-0.078654,2
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,United States,Texas,Office Supplies,Binders,-1.064052,0.749016,-0.579687,1
"Global Geo Office Task Chair, Gray",Corporate,United States,Texas,Furniture,Chairs,0.015963,0.255488,-1.093994,2
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Corporate,United States,Texas,Technology,Phones,0.232861,0.0,-0.092615,2
Newell 348,Corporate,United States,Texas,Office Supplies,Art,-0.813923,0.0,-0.284878,1
Xerox 1994,Corporate,United States,Texas,Office Supplies,Paper,-0.523447,0.0,-0.11743,1
GBC Plastic Binding Combs,Corporate,United States,Texas,Office Supplies,Binders,-1.45599,0.749016,-0.403975,1
Newell 323,Home Office,United States,New Mexico,Office Supplies,Art,-0.786377,-1.0,-0.236917,3
Newell 35,Consumer,United States,California,Office Supplies,Art,-0.890852,-1.0,-0.247295,3
"Eberhard Faber 3 1/2"" Golf Pencils",Consumer,United States,California,Office Supplies,Art,-0.542302,-1.0,-0.180482,3
Imation Swivel Flash Drive USB flash drive - 8 GB,Consumer,United States,California,Technology,Accessories,-0.07351,-1.0,0.262633,3
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Consumer,United States,California,Office Supplies,Art,-0.314694,-1.0,0.045589,3
Deluxe Heavy-Duty Vinyl Round Ring Binder,Corporate,United States,New York,Office Supplies,Binders,0.38772,0.0,1.335467,0
Avery 511,Consumer,United States,Texas,Office Supplies,Labels,-1.009674,0.0,-0.253846,1
Newell 345,Consumer,United States,Texas,Office Supplies,Art,0.061529,0.0,-0.142342,2
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Corporate,United States,Michigan,Office Supplies,Appliances,0.323366,-0.387938,1.369382,0
Clearsounds A400,Consumer,United States,Pennsylvania,Technology,Phones,0.307326,0.429282,-1.383863,2
Microsoft Natural Keyboard Elite,Consumer,United States,Texas,Technology,Accessories,-0.052311,0.0,-0.430755,2
Xerox 1977,Corporate,United States,New York,Office Supplies,Paper,-0.588339,-1.0,-0.082045,3
Office Star - Task Chair with Contemporary Loop Arms,Corporate,United States,New York,Furniture,Chairs,0.429183,-0.387938,0.606715,0
Tenex B1-RE Series Chair Mats for Low Pile Carpets,Corporate,United States,New York,Furniture,Furnishings,0.472523,-1.0,0.814491,0
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Consumer,United States,Texas,Furniture,Furnishings,-0.657059,0.637883,-0.533374,1
GuestStacker Chair with Chrome Finish Legs,Consumer,United States,California,Furniture,Chairs,0.88985,0.0,1.821342,0
Ibico Plastic Spiral Binding Combs,Consumer,United States,California,Office Supplies,Binders,0.116995,0.0,0.54339,2
DAX Two-Tone Silver Metal Document Frame,Consumer,United States,Washington,Furniture,Furnishings,0.158162,-1.0,0.941486,0
Konftel 250 Conference phone - Charcoal black,Consumer,United States,Washington,Technology,Phones,0.798444,0.0,0.91878,0
Boston 1799 Powerhouse Electric Pencil Sharpener,Consumer,United States,Washington,Office Supplies,Art,-0.30586,-1.0,-0.050648,3
