Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit
Strathmore Photo Mount Cards,Consumer,United States,Connecticut,Office Supplies,Paper,-0.28782,-1.0,0.138157
Coloredge Poster Frame,Consumer,United States,New York,Furniture,Furnishings,0.290175,-1.0,1.280662
Xerox 1993,Consumer,United States,New York,Office Supplies,Paper,-0.601332,-1.0,-0.084321
Satellite Sectional Post Binders,Consumer,United States,New York,Office Supplies,Binders,0.097421,0.0,0.502443
Newell 32,Consumer,United States,California,Office Supplies,Art,-0.774403,-1.0,-0.228257
"Eldon 200 Class Desk Accessories, Smoke",Consumer,United States,California,Furniture,Furnishings,-0.087422,-1.0,0.354458
Staple envelope,Consumer,United States,California,Office Supplies,Envelopes,-0.128676,-1.0,0.362533
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Consumer,United States,California,Furniture,Furnishings,0.079231,-1.0,0.645122
GBC Durable Plastic Covers,Consumer,United States,California,Office Supplies,Binders,0.212067,0.0,0.77577
Eldon 500 Class Desk Accessories,Consumer,United States,California,Furniture,Furnishings,-0.336788,-1.0,-0.025467
SANFORD Major Accent Highlighters,Consumer,United States,California,Office Supplies,Art,-0.038471,-1.0,0.36778
Sensible Storage WireTech Storage Systems,Consumer,United States,California,Office Supplies,Storage,0.710902,-1.0,0.328563
Avery 495,Corporate,United States,Ohio,Office Supplies,Labels,-0.535471,0.0,-0.136769
Eldon Shelf Savers Cubes and Bins,Corporate,United States,Ohio,Office Supplies,Storage,-0.080843,0.0,-0.700581
Logitech Wireless Anywhere Mouse MX for PC and Mac,Consumer,United States,California,Technology,Accessories,0.311177,-1.0,0.983751
Avery 484,Corporate,United States,Florida,Office Supplies,Labels,-0.746935,0.0,-0.194391
Xerox 1991,Corporate,United States,Michigan,Office Supplies,Paper,0.092014,-1.0,0.823549
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Home Office,United States,Wisconsin,Furniture,Furnishings,-0.056624,-1.0,0.457715
Eldon Simplefile Box Office,Home Office,United States,Wisconsin,Office Supplies,Storage,-0.036833,-1.0,0.190899
Newell 333,Home Office,United States,Wisconsin,Office Supplies,Art,-0.959893,-1.0,-0.264155
Newell 343,Home Office,United States,Wisconsin,Office Supplies,Art,-0.5475,-1.0,-0.171356
Xerox 217,Home Office,United States,Wisconsin,Office Supplies,Paper,-0.074591,-1.0,0.47365
VTech DS6151,Home Office,United States,Wisconsin,Technology,Phones,0.329894,-1.0,0.958105
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Corporate,United States,California,Office Supplies,Art,-0.5475,-1.0,-0.165971
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Corporate,United States,Pennsylvania,Technology,Phones,-0.209622,0.429282,-0.565942
#6 3/4 Gummed Flap White Envelopes,Corporate,United States,Pennsylvania,Office Supplies,Envelopes,-0.222819,0.0,0.0879
Boston 1799 Powerhouse Electric Pencil Sharpener,Consumer,United States,Virginia,Office Supplies,Art,0.468334,-1.0,1.516605
Office Star Flex Back Scooter Chair with White Frame,Corporate,United States,Texas,Furniture,Chairs,0.409418,0.255488,-1.687387
Recycled Easel Ring Binders,Consumer,United States,Tennessee,Office Supplies,Binders,-0.586169,0.701566,-0.744368
Acco Perma 3000 Stacking Storage Drawers,Consumer,United States,Tennessee,Office Supplies,Storage,0.083874,0.0,-0.349277
Xerox 1882,Consumer,United States,North Carolina,Office Supplies,Paper,0.197866,0.0,0.857552
Electrix Fluorescent Magnifier Lamps & Weighted Base,Consumer,United States,North Carolina,Furniture,Furnishings,0.669418,0.0,0.825642
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Corporate,United States,California,Furniture,Bookcases,0.618072,-0.172979,-0.809376
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Corporate,United States,California,Office Supplies,Appliances,-0.473627,-1.0,-0.150274
Martin-Yale Premier Letter Opener,Corporate,United States,North Carolina,Office Supplies,Supplies,-0.403676,0.0,-0.483442
Presstex Flexible Ring Binders,Corporate,United States,North Carolina,Office Supplies,Binders,-1.08485,0.701566,-0.420737
Panasonic KX TS3282W Corded phone,Home Office,United States,Montana,Technology,Phones,0.69567,0.0,1.216087
"Eldon Stackable Tray, Side-Load, Legal, Smoke",Home Office,United States,Montana,Furniture,Furnishings,0.064622,-1.0,0.472944
Griffin GC36547 PowerJolt SE Lightning Charger,Home Office,United States,California,Technology,Phones,-0.169893,0.0,-0.151986
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Corporate,United States,Arizona,Technology,Accessories,0.475759,0.0,1.437497
Wilson Jones Standard D-Ring Binders,Consumer,United States,Illinois,Office Supplies,Binders,-1.202334,0.749016,-0.507468
"BIC Brite Liner Highlighters, Chisel Tip",Consumer,United States,Ohio,Office Supplies,Art,-0.306832,0.0,-0.174324
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Consumer,United States,Ohio,Furniture,Furnishings,0.077735,0.0,-0.66368
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Consumer,United States,California,Technology,Accessories,-0.065679,-1.0,0.24027
Imation 30456 USB Flash Drive 8GB,Corporate,United States,Oklahoma,Technology,Accessories,-0.869606,-1.0,-0.297256
"Executive Impressions 13"" Clairmont Wall Clock",Corporate,United States,Oklahoma,Furniture,Furnishings,0.023043,-1.0,0.541265
GBC Wire Binding Strips,Consumer,United States,California,Office Supplies,Binders,-0.028553,0.0,0.329623
Avery 512,Consumer,United States,California,Office Supplies,Labels,-0.305374,-1.0,0.129086
"DAX Cubicle Frames, 8-1/2 x 11",Consumer,United States,California,Furniture,Furnishings,0.038782,-1.0,0.467302
"DAX Metal Frame, Desktop, Stepped-Edge",Consumer,United States,Washington,Furniture,Furnishings,-0.411317,-1.0,-0.028108
Boston Home & Office Model 2000 Electric Pencil Sharpeners,Consumer,United States,Texas,Office Supplies,Art,-0.149093,0.0,-0.212856
OIC Thumb-Tacks,Consumer,United States,Texas,Office Supplies,Fasteners,-0.966506,0.0,-0.249345
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Corporate,United States,Pennsylvania,Office Supplies,Storage,0.139586,0.0,-0.03428
Dana Swing-Arm Lamps,Consumer,United States,Illinois,Furniture,Furnishings,-0.779154,0.637883,-0.601773
Hon 4-Shelf Metal Bookcases,Consumer,United States,Illinois,Furniture,Bookcases,0.77346,0.255488,-1.484121
Wilson Jones Turn Tabs Binder Tool for Ring Binders,Consumer,United States,Illinois,Office Supplies,Binders,-1.220853,0.749016,-0.503921
"Global Value Steno Chair, Gray",Consumer,United States,Florida,Furniture,Chairs,0.229733,0.0,-0.094403
Xerox 213,Consumer,United States,Florida,Office Supplies,Paper,-0.696697,0.0,-0.183826
KeyTronic E03601U1 - Keyboard - Beige,Consumer,United States,California,Technology,Accessories,0.111733,-1.0,0.155706
Harbour Creations 67200 Series Stacking Chairs,Consumer,United States,California,Furniture,Chairs,0.29115,0.0,0.047171
Plymouth Boxed Rubber Bands by Plymouth,Corporate,United States,New York,Office Supplies,Fasteners,-0.564393,-1.0,-0.29152
GBC Binding covers,Consumer,United States,Michigan,Office Supplies,Binders,0.06941,-1.0,0.738178
Zipper Ring Binder Pockets,Consumer,United States,Florida,Office Supplies,Binders,-1.377909,0.701566,-0.367027
Clear Mylar Reinforcing Strips,Consumer,United States,Florida,Office Supplies,Binders,-0.663189,0.701566,-0.644762
Avery Hi-Liter Smear-Safe Highlighters,Consumer,United States,Florida,Office Supplies,Art,-0.154191,0.0,-0.043337
Wilson Electronics DB Pro Signal Booster,Home Office,United States,Illinois,Technology,Phones,0.634449,0.0,0.59183
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Consumer,United States,New York,Office Supplies,Art,-0.087795,-1.0,0.147628
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Corporate,United States,Oregon,Office Supplies,Paper,-0.424779,0.0,-0.074575
Avery Reinforcements for Hole-Punch Pages,Corporate,United States,Oregon,Office Supplies,Binders,-1.078715,0.701566,-0.448649
"DataProducts Ampli Magnifier Task Lamp, Black,",Consumer,United States,New York,Furniture,Furnishings,0.357077,-1.0,1.051343
"""While you Were Out"" Message Book, One Form per Page",Corporate,United States,Illinois,Office Supplies,Paper,-0.761599,0.0,-0.194457
Hypercom P1300 Pinpad,Corporate,United States,Illinois,Technology,Accessories,0.24394,0.0,0.460954
Magnifier Swing Arm Lamp,Consumer,United States,New York,Furniture,Furnishings,-0.106523,-1.0,0.081432
Self-Adhesive Removable Labels,Consumer,United States,New York,Office Supplies,Labels,-0.73625,-1.0,-0.150596
GBC VeloBinder Manual Binding System,Consumer,United States,Washington,Office Supplies,Binders,-0.262744,0.0,0.051236
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Home Office,United States,California,Furniture,Furnishings,0.28125,-1.0,0.208875
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Corporate,United States,Illinois,Furniture,Furnishings,-0.361784,0.637883,-0.642253
Cisco Small Business SPA 502G VoIP phone,Corporate,United States,Pennsylvania,Technology,Phones,0.049044,0.429282,-0.826938
Executive Impressions Supervisor Wall Clock,Consumer,United States,Florida,Furniture,Furnishings,0.085203,0.0,0.052209
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Consumer,United States,Florida,Furniture,Furnishings,0.000282,0.0,0.204667
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Consumer,United States,New York,Furniture,Bookcases,0.793735,0.0,1.70445
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Corporate,United States,California,Office Supplies,Storage,-0.524601,-1.0,-0.174709
Harbour Creations 67200 Series Stacking Chairs,Corporate,United States,New York,Furniture,Chairs,0.488841,-0.387938,0.994761
Newell 32,Corporate,United States,New York,Office Supplies,Art,-0.945213,-1.0,-0.25798
"Metal Folding Chairs, Beige, 4/Carton",Consumer,United States,Georgia,Furniture,Chairs,0.088272,-1.0,0.34957
"DAX Cubicle Frames, 8-1/2 x 11",Consumer,United States,Georgia,Furniture,Furnishings,-0.310253,-1.0,0.021406
Fellowes Bankers Box Stor/Drawer Steel Plus,Consumer,United States,New York,Office Supplies,Storage,0.48825,-1.0,0.380581
Motorola HK250 Universal Bluetooth Headset,Corporate,United States,Florida,Technology,Phones,0.120289,0.0,-0.951162
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Corporate,United States,Florida,Office Supplies,Art,-0.581232,0.0,-0.267378
"Global Geo Office Task Chair, Gray",Corporate,United States,Florida,Furniture,Chairs,0.06962,0.0,-0.781203
GBC Instant Report Kit,Corporate,United States,Wisconsin,Office Supplies,Binders,-0.138539,-1.0,0.388579
Acco 3-Hole Punch,Corporate,United States,Wisconsin,Office Supplies,Binders,-0.377922,-1.0,0.067012
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Consumer,United States,California,Technology,Accessories,0.283985,-1.0,1.255467
Avery 476,Home Office,United States,Pennsylvania,Office Supplies,Labels,-0.497692,0.0,-0.120141
Xerox 1947,Home Office,United States,California,Office Supplies,Paper,-0.246951,-1.0,0.173617
Fellowes Presentation Covers for Comb Binding Machines,Corporate,United States,Michigan,Office Supplies,Binders,0.299544,-1.0,1.568587
Newell 310,Home Office,United States,Arizona,Office Supplies,Art,-1.470751,0.0,-0.311902
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Home Office,United States,Arizona,Furniture,Furnishings,0.442226,0.0,-0.317812
Xerox 206,Consumer,United States,California,Office Supplies,Paper,-0.428433,-1.0,0.024152
"Global Geo Office Task Chair, Gray",Consumer,United States,California,Furniture,Chairs,0.492992,0.0,-1.72354
Aluminum Screw Posts,Consumer,United States,California,Office Supplies,Binders,-0.162596,0.0,0.183709
Translucent Push Pins by OIC,Corporate,United States,Pennsylvania,Office Supplies,Fasteners,-0.610939,0.0,-0.218193
GBC Plasticlear Binding Covers,Corporate,United States,Pennsylvania,Office Supplies,Binders,-0.870338,0.701566,-0.509063
Tennsco Commercial Shelving,Corporate,United States,Pennsylvania,Office Supplies,Storage,-0.211612,0.0,-0.611473
"Situations Contoured Folding Chairs, 4/Set",Corporate,United States,Pennsylvania,Furniture,Chairs,0.703753,0.255488,-1.272277
VariCap6 Expandable Binder,Corporate,United States,Florida,Office Supplies,Binders,-0.522953,0.701566,-0.773117
Avery 514,Consumer,United States,North Carolina,Office Supplies,Labels,-1.037117,0.0,-0.255854
Eldon Fold 'N Roll Cart System,Consumer,United States,California,Office Supplies,Storage,0.405539,-1.0,1.291089
Tennsco Commercial Shelving,Consumer,United States,California,Office Supplies,Storage,0.045624,-1.0,-0.295094
Acme Galleria Hot Forged Steel Scissors with Colored Handles,Consumer,United States,California,Office Supplies,Supplies,0.278144,-1.0,0.838335
Staples,Consumer,United States,California,Office Supplies,Fasteners,-0.812955,-1.0,-0.186697
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Corporate,United States,California,Office Supplies,Binders,-0.169433,0.0,0.110363
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Corporate,United States,Illinois,Office Supplies,Art,-0.001145,0.0,-0.117781
"Decoflex Hanging Personal Folder File, Blue",Corporate,United States,Washington,Office Supplies,Storage,0.21055,-1.0,0.58897
Newell 347,Consumer,United States,North Carolina,Office Supplies,Art,-0.700668,0.0,-0.274879
"Rogers Jumbo File, Granite",Consumer,United States,Nebraska,Office Supplies,Storage,-0.118652,-1.0,-0.302631
Avery 49,Consumer,United States,Nebraska,Office Supplies,Labels,-0.556307,-1.0,-0.058603
"BlueLounge Milo Smartphone Stand, White/Metallic",Consumer,United States,Nebraska,Technology,Phones,0.396028,-1.0,1.197912
"Elite 5"" Scissors",Consumer,United States,Nebraska,Office Supplies,Supplies,-0.488,-1.0,-0.131066
Things To Do Today Pad,Consumer,United States,Nebraska,Office Supplies,Paper,-0.470472,-1.0,-0.007769
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Consumer,United States,Nebraska,Office Supplies,Paper,-0.469747,-1.0,-0.000832
Mediabridge Sport Armband iPhone 5s,Consumer,United States,Nebraska,Technology,Phones,-0.245974,-1.0,-0.306638
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Consumer,United States,Tennessee,Furniture,Chairs,0.744455,0.0,1.44088
"Executive Impressions 13"" Chairman Wall Clock",Consumer,United States,Tennessee,Furniture,Furnishings,0.246703,0.0,0.375067
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Consumer,United States,Ohio,Office Supplies,Paper,0.124494,0.0,0.526242
"Adams ""While You Were Out"" Message Pads",Consumer,United States,California,Office Supplies,Paper,-0.519405,-1.0,-0.058275
Newell 34,Consumer,United States,California,Office Supplies,Art,0.035619,-1.0,0.246642
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Consumer,United States,California,Office Supplies,Paper,-0.188558,-1.0,0.259239
Eureka Sanitaire  Commercial Upright,Corporate,United States,Ohio,Office Supplies,Appliances,0.987396,0.0,1.82753
Xerox 1949,Consumer,United States,Illinois,Office Supplies,Paper,-0.171369,0.0,0.157074
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Consumer,United States,Illinois,Technology,Accessories,-0.342062,0.0,-0.196696
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Consumer,United States,Washington,Furniture,Furnishings,-0.095235,-1.0,0.21734
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Consumer,United States,Washington,Office Supplies,Paper,-0.23362,-1.0,0.200567
"Acme 10"" Easy Grip Assistive Scissors",Consumer,United States,New York,Office Supplies,Supplies,0.10121,-1.0,0.447134
"Bush Andora Bookcase, Maple/Graphite Gray Finish",Corporate,United States,California,Furniture,Bookcases,0.837268,-0.172979,1.198287
Dana Halogen Swing-Arm Architect Lamp,Corporate,United States,California,Furniture,Furnishings,0.320425,-1.0,0.927242
Novimex Fabric Task Chair,Corporate,United States,California,Furniture,Chairs,0.231268,0.0,-0.549041
Avery File Folder Labels,Consumer,United States,Illinois,Office Supplies,Labels,-0.651683,0.0,-0.163774
36X48 HARDFLOOR CHAIRMAT,Corporate,United States,California,Furniture,Furnishings,0.438394,-1.0,0.111848
Case Logic 2.4GHz Wireless Keyboard,Consumer,United States,New York,Technology,Accessories,0.240766,-1.0,-0.024296
LG G3,Home Office,United States,Oregon,Technology,Phones,0.412842,0.0,0.324743
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Home Office,United States,Oregon,Technology,Accessories,-0.177141,0.0,-0.434552
Tensor Brushed Steel Torchiere Floor Lamp,Home Office,United States,Oregon,Furniture,Furnishings,-0.580981,0.0,-0.330525
SAFCO Arco Folding Chair,Corporate,United States,Pennsylvania,Furniture,Chairs,0.741122,0.255488,-0.52711
Kensington Expert Mouse Optical USB Trackball for PC or Mac,Corporate,United States,Pennsylvania,Technology,Accessories,0.734961,0.0,1.394495
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Corporate,United States,Pennsylvania,Office Supplies,Paper,-0.113635,0.0,0.190382
GBC VeloBind Cover Sets,Corporate,United States,Pennsylvania,Office Supplies,Binders,-0.354276,0.701566,-0.908181
Space Solutions Industrial Galvanized Steel Shelving.,Corporate,United States,Pennsylvania,Office Supplies,Storage,0.330167,0.0,-1.409216
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Consumer,United States,Pennsylvania,Office Supplies,Appliances,0.494421,0.0,0.479996
"Linden 10"" Round Wall Clock, Black",Consumer,United States,Pennsylvania,Furniture,Furnishings,-0.162054,0.0,-0.08187
"Global Value Mid-Back Manager's Chair, Gray",Consumer,United States,Texas,Furniture,Chairs,0.178466,0.255488,-0.548697
Eldon Executive Woodline II Cherry Finish Desk Accessories,Consumer,United States,Texas,Furniture,Furnishings,-0.209469,0.637883,-1.323788
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Corporate,United States,Mississippi,Office Supplies,Binders,-0.655035,-1.0,-0.120027
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Corporate,United States,Mississippi,Office Supplies,Binders,-0.239475,-1.0,0.226425
Xerox 1957,Corporate,United States,Mississippi,Office Supplies,Paper,-0.601332,-1.0,-0.084321
EcoTones Memo Sheets,Corporate,United States,Mississippi,Office Supplies,Paper,-0.511331,-1.0,-0.035882
Belkin 6 Outlet Metallic Surge Strip,Corporate,United States,Mississippi,Office Supplies,Appliances,-0.210004,-1.0,-0.006264
"Super Bands, 12/Pack",Consumer,United States,Arizona,Office Supplies,Fasteners,-1.050023,0.0,-0.353394
Avery Hole Reinforcements,Consumer,United States,Arizona,Office Supplies,Binders,-0.741012,0.701566,-0.566
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Corporate,United States,California,Office Supplies,Binders,-0.750275,0.0,-0.203741
Tuff Stuff Recycled Round Ring Binders,Corporate,United States,California,Office Supplies,Binders,-0.354714,0.0,-0.010169
Newell 334,Corporate,United States,California,Office Supplies,Art,0.237722,-1.0,0.618121
Pressboard Data Binders by Wilson Jones,Corporate,United States,Washington,Office Supplies,Binders,-0.38849,0.0,-0.05303
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Corporate,United States,Washington,Furniture,Furnishings,-0.060951,-1.0,0.161931
Acco Translucent Poly Ring Binders,Consumer,United States,California,Office Supplies,Binders,-0.444468,0.0,-0.07697
Hon 2111 Invitation Series Straight Table,Consumer,United States,California,Furniture,Tables,0.565168,0.0,-0.429336
Avery 51,Corporate,United States,California,Office Supplies,Labels,-0.440401,-1.0,0.001
Xerox 195,Corporate,United States,Texas,Office Supplies,Paper,-0.683715,0.0,-0.179719
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Corporate,United States,Texas,Office Supplies,Storage,0.566043,0.0,0.436691
Xerox 2,Home Office,United States,Illinois,Office Supplies,Paper,-0.988849,0.0,-0.25054
Xerox 1893,Home Office,United States,Illinois,Office Supplies,Paper,0.074529,0.0,0.545626
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Home Office,United States,Illinois,Furniture,Furnishings,-0.372167,0.637883,-1.320502
"Executive Impressions 14"" Contract Wall Clock",Consumer,United States,Tennessee,Furniture,Furnishings,0.195022,0.0,0.20958
Newell Chalk Holder,Home Office,United States,Texas,Office Supplies,Art,-0.715894,0.0,-0.198773
Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Home Office,United States,Texas,Office Supplies,Binders,-0.942333,0.749016,-0.704378
Geemarc AmpliPOWER60,Consumer,United States,Illinois,Technology,Phones,0.392308,0.0,0.291007
Avery 498,Consumer,United States,Illinois,Office Supplies,Labels,-0.745458,0.0,-0.202452
Tennsco 16-Compartment Lockers with Coat Rack,Consumer,United States,Illinois,Office Supplies,Storage,1.074367,0.0,1.549039
Cardinal EasyOpen D-Ring Binders,Consumer,United States,Virginia,Office Supplies,Binders,-0.750462,-1.0,-0.149352
Easy-staple paper,Consumer,United States,California,Office Supplies,Paper,-0.013064,-1.0,0.563431
"Eberhard Faber 3 1/2"" Golf Pencils",Consumer,United States,California,Office Supplies,Art,-0.542302,-1.0,-0.180482
Xerox 1900,Consumer,United States,California,Office Supplies,Paper,-0.190494,-1.0,0.244215
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Consumer,United States,California,Office Supplies,Storage,0.601971,-1.0,2.032956
Staple holder,Corporate,United States,California,Office Supplies,Appliances,0.190232,-1.0,0.543562
Dax Clear Box Frame,Home Office,United States,California,Furniture,Furnishings,-0.182333,-1.0,0.11634
Easy-staple paper,Consumer,United States,New York,Office Supplies,Paper,-0.540584,-1.0,-0.059849
"Master Caster Door Stop, Large Neon Orange",Consumer,United States,New York,Furniture,Furnishings,-0.551587,-1.0,-0.087589
Avery Hidden Tab Dividers for Binding Systems,Corporate,United States,Pennsylvania,Office Supplies,Binders,-1.138745,0.701566,-0.425699
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Corporate,United States,Pennsylvania,Office Supplies,Storage,0.388996,0.0,-1.450776
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Corporate,United States,Illinois,Office Supplies,Art,-0.581736,0.0,-0.198736
Rogers Handheld Barrel Pencil Sharpener,Home Office,United States,Kentucky,Office Supplies,Art,-0.965901,-1.0,-0.262899
"Alliance Super-Size Bands, Assorted Sizes",Home Office,United States,Kentucky,Office Supplies,Fasteners,-0.230255,-1.0,-0.30621
Southworth 25% Cotton Granite Paper & Envelopes,Home Office,United States,Kentucky,Office Supplies,Paper,-0.892134,-1.0,-0.206595
Globe Weis Peel & Seel First Class Envelopes,Home Office,United States,California,Office Supplies,Envelopes,-0.607311,-1.0,-0.106191
Avery Binding System Hidden Tab Executive Style Index Sets,Home Office,United States,New York,Office Supplies,Binders,-0.450322,0.0,-0.063412
Staples in misc. colors,Home Office,United States,North Dakota,Office Supplies,Art,-1.278228,-1.0,-0.28553
Wilson Jones Impact Binders,Home Office,United States,North Dakota,Office Supplies,Binders,-0.307156,-1.0,0.14597
Xerox 1903,Home Office,United States,New Hampshire,Office Supplies,Paper,-0.246951,-1.0,0.216863
Xerox 1996,Consumer,United States,California,Office Supplies,Paper,-0.601332,-1.0,-0.089048
"Seth Thomas 13 1/2"" Wall Clock",Corporate,United States,California,Furniture,Furnishings,0.265916,-1.0,0.879126
iOttie HLCRIO102 Car Mount,Consumer,United States,New York,Technology,Phones,0.311049,-1.0,-0.097212
Xerox 1953,Consumer,United States,Texas,Office Supplies,Paper,-0.700668,0.0,-0.199192
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Consumer,United States,Texas,Office Supplies,Appliances,-1.439176,0.749016,-0.476662
Acco Suede Grain Vinyl Round Ring Binder,Consumer,United States,California,Office Supplies,Binders,-1.05148,0.0,-0.264155
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Consumer,United States,California,Furniture,Furnishings,0.622034,-1.0,1.476815
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Consumer,United States,California,Office Supplies,Fasteners,-1.007018,-1.0,-0.231497
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Consumer,United States,California,Office Supplies,Art,0.111291,-1.0,0.440683
"Eldon 200 Class Desk Accessories, Burgundy",Consumer,United States,California,Furniture,Furnishings,-0.441752,-1.0,-0.02741
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Consumer,United States,California,Technology,Accessories,0.372666,-1.0,0.400316
GE 30524EE4,Consumer,United States,California,Technology,Phones,0.809412,0.0,1.587724
Manco Dry-Lighter Erasable Highlighter,Consumer,United States,California,Office Supplies,Art,-0.922674,-1.0,-0.24122
AT&T CL83451 4-Handset Telephone,Consumer,United States,California,Technology,Phones,0.431529,0.0,0.357194
Staple envelope,Corporate,United States,New Jersey,Office Supplies,Envelopes,-0.350646,-1.0,0.109355
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Consumer,United States,Illinois,Office Supplies,Binders,-0.628009,0.749016,-1.040873
AT&T CL82213,Consumer,United States,California,Technology,Phones,-0.065468,0.0,-0.12565
Xerox 1950,Consumer,United States,Ohio,Office Supplies,Paper,-0.745458,0.0,-0.193965
"Tenex File Box, Personal Filing Tote with Lid, Black",Consumer,United States,Ohio,Office Supplies,Storage,0.052279,0.0,-0.146315
"SAFCO Mobile Desk Side File, Wire Frame",Consumer,United States,Ohio,Office Supplies,Storage,0.569654,0.0,0.336287
Crayola Colored Pencils,Consumer,United States,Ohio,Office Supplies,Art,-0.596087,0.0,-0.238832
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Consumer,United States,Kentucky,Office Supplies,Binders,-0.25457,-1.0,0.175448
Belkin F9M820V08 8 Outlet Surge,Consumer,United States,Kentucky,Office Supplies,Appliances,0.530061,-1.0,1.922298
"Avery Durable Slant Ring Binders, No Labels",Consumer,United States,Kentucky,Office Supplies,Binders,-0.513469,-1.0,-0.043075
Logitech ClearChat Comfort/USB Headset H390,Consumer,United States,Kentucky,Technology,Accessories,0.387106,-1.0,1.424213
Eldon Gobal File Keepers,Consumer,United States,Kentucky,Office Supplies,Storage,-0.534907,-1.0,-0.295265
Avery 492,Consumer,United States,Kentucky,Office Supplies,Labels,-0.945213,-1.0,-0.219782
Recycled Easel Ring Binders,Consumer,United States,Ohio,Office Supplies,Binders,-0.759311,0.701566,-0.60116
Pressboard Hanging Data Binders for Unburst Sheets,Consumer,United States,Ohio,Office Supplies,Binders,-0.7639,0.701566,-0.564198
"Global Push Button Manager's Chair, Indigo",Consumer,United States,Ohio,Furniture,Chairs,0.178466,0.255488,-0.363535
Peel & Seel Envelopes,Consumer,United States,Oregon,Office Supplies,Envelopes,-0.381259,0.0,-0.038619
Staple envelope,Corporate,United States,California,Office Supplies,Envelopes,0.11107,-1.0,0.878911
Stackable Trays,Corporate,United States,California,Furniture,Furnishings,-0.745827,-1.0,-0.20849
Xerox 1895,Corporate,United States,California,Office Supplies,Paper,-0.171092,-1.0,0.270866
"Wilson Jones Hanging View Binder, White, 1""",Corporate,United States,California,Office Supplies,Binders,-0.484485,0.0,-0.113968
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Consumer,United States,Colorado,Furniture,Furnishings,0.60829,0.0,-0.826302
"Global Manager's Adjustable Task Chair, Storm",Consumer,United States,Colorado,Furniture,Chairs,0.81866,0.0,1.63884
"Global High-Back Leather Tilter, Burgundy",Consumer,United States,North Carolina,Furniture,Chairs,0.497594,0.0,-1.16735
